Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Full or Partial Scene,Nadir/Off Nadir,Data Category,TIRS SSM Model,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Date L1 Generated,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC81970312014317LGN00, 197, 031, 197, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20141113102232_20141113110756.01,LT8BPF20141113101839_20141113110849.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/11/13,2014:317:10:30:25.4307960,2014:317:10:30:57.2007930,2014/11/13,9,2.3,28.72035321,163.08914068,4.028,5.91,-1,2,Y,LPGS_2.4.0,41°45'35.24"N,2°50'00.85"E,42°49'03.54"N,1°59'06.58"E,42°24'12.24"N,4°14'42.83"E,40°41'11.18"N,3°38'56.62"E,41°05'52.69"N,1°26'53.02"E,41.75979,2.83357,42.81765,1.98516,42.4034,4.24523,40.68644,3.64906,41.09797,1.44806,LC81970312014317LGN00,LC81970312014317LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970312014317LGN00
LC81970292014317LGN00, 197, 029, 197, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20141113102232_20141113110756.01,LT8BPF20141113101839_20141113110849.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/11/13,2014:317:10:29:37.6614300,2014:317:10:30:09.4314260,2014/11/13,9,4.31,26.14701943,164.3166944,4.706,6.089,-1,2,Y,LPGS_2.4.0,44°36'29.63"N,3°48'32.83"E,45°40'10.20"N,2°55'39.25"E,45°14'34.08"N,5°17'49.27"E,43°31'51.53"N,4°39'11.41"E,43°57'13.50"N,2°21'05.33"E,44.60823,3.80912,45.6695,2.92757,45.2428,5.29702,43.53098,4.65317,43.95375,2.35148,LC81970292014317LGN00,LC81970292014317LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970292014317LGN00
LC81970302014317LGN00, 197, 030, 197, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20141113102232_20141113110756.01,LT8BPF20141113101839_20141113110849.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/11/13,2014:317:10:30:01.5439950,2014:317:10:30:33.3139910,2014/11/13,9,4.68,27.43564525,163.70488847,4.661,5.93,-1,2,Y,LPGS_2.4.0,43°11'05.96"N,3°18'44.57"E,44°14'40.20"N,2°26'51.86"E,43°49'27.34"N,4°45'39.02"E,42°06'35.21"N,4°08'31.02"E,42°31'36.26"N,1°53'31.52"E,43.18499,3.31238,44.2445,2.44774,43.82426,4.76084,42.10978,4.14195,42.52674,1.89209,LC81970302014317LGN00,LC81970302014317LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970302014317LGN00
LC81990262014315LGN00, 199, 026, 199, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20141111103454_20141111121411.01,LT8BPF20141111103101_20141111112111.02,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/11/11,2014:315:10:40:48.0465810,2014:315:10:41:19.8165780,2014/11/11,9,6.68,22.79971539,166.12550775,4.944,7.86,-1,2,Y,LPGS_2.4.0,48°51'58.32"N,2°20'09.82"E,49°56'02.69"N,1°23'53.09"E,49°29'02.76"N,3°57'46.84"E,47°46'53.29"N,3°13'40.73"E,48°13'30.83"N,0°44'48.26"E,48.8662,2.33606,49.93408,1.39808,49.4841,3.96301,47.78147,3.22798,48.22523,.74674,LC81990262014315LGN00,LC81990262014315LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990262014315LGN00
LC81940312014312LGN00, 194, 031, 194, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20141108100336_20141108114405.01,LT8BPF20141108095943_20141108105241.02,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/11/08,2014:312:10:11:53.3329410,2014:312:10:12:25.1029370,2014/11/08,9,5.86,30.10382691,162.86404828,4.969,6.206,-1,2,Y,LPGS_2.4.0,41°45'35.21"N,7°28'11.86"E,42°49'03.18"N,6°37'21.68"E,42°24'13.07"N,8°52'50.41"E,40°41'11.54"N,8°17'03.77"E,41°05'51.90"N,6°05'07.48"E,41.75978,7.46996,42.81755,6.62269,42.40363,8.88067,40.68654,8.28438,41.09775,6.08541,LC81940312014312LGN00,LC81940312014312LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81940312014312LGN00
LC81960302014310LGN00, 196, 030, 196, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20141106101557_20141106110145.01,LT8BPF20141106101204_20141106110238.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/11/06,2014:310:10:23:50.6190820,2014:310:10:24:22.3890780,2014/11/06,9,.93,29.39956647,163.38820236,5.323,5.521,-1,2,Y,LPGS_2.4.0,43°11'06.00"N,4°51'42.73"E,44°14'40.16"N,3°59'51.58"E,43°49'27.44"N,6°18'36.04"E,42°06'35.17"N,5°41'27.49"E,42°31'36.08"N,3°26'30.66"E,43.185,4.86187,44.24449,3.99766,43.82429,6.31001,42.10977,5.69097,42.52669,3.44185,LC81960302014310LGN00,LC81960302014310LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960302014310LGN00
LC81930312014305LGN00, 193, 031, 193, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20141101095658_20141101104222.01,LT8BPF20141101095305_20141101104315.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/11/01,2014:305:10:05:39.5492720,2014:305:10:06:11.3192680,2014/11/01,9,1.85,32.19065262,162.3217848,5.248,6.66,-1,2,Y,LPGS_2.4.0,41°45'34.78"N,9°01'41.56"E,42°49'02.71"N,8°10'50.66"E,42°24'12.31"N,10°26'20.62"E,40°41'11.00"N,9°50'33.97"E,41°05'51.65"N,7°38'36.49"E,41.75966,9.02821,42.81742,8.18074,42.40342,10.43906,40.68639,9.84277,41.09768,7.64347,LC81930312014305LGN00,LC81930312014305LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81930312014305LGN00
LC81930302014305LGN00, 193, 030, 193, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20141101095658_20141101104222.01,LT8BPF20141101095305_20141101104315.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/11/01,2014:305:10:05:15.6667070,2014:305:10:05:47.4367030,2014/11/01,9,.87,30.91500034,163.00207816,4.708,6.276,-1,2,Y,LPGS_2.4.0,43°11'04.52"N,9°30'25.24"E,44°14'38.11"N,8°38'38.33"E,43°49'27.01"N,10°57'14.26"E,42°06'34.27"N,10°20'05.71"E,42°31'33.53"N,8°05'17.20"E,43.18459,9.50701,44.24392,8.64398,43.82417,10.95396,42.10952,10.33492,42.52598,8.08811,LC81930302014305LGN00,LC81930302014305LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81930302014305LGN00
LC82020262014304LGN00, 202, 026, 202, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20141031105458_20141031113846.01,LT8BPF20141031105104_20141031113940.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/10/31,2014:304:10:59:16.7486390,2014:304:10:59:48.5186350,2014/10/31,9,1.13,26.0689881,165.61850257,5.233,7.056,-1,2,Y,LPGS_2.4.0,48°51'57.92"N,2°16'49.44"W,49°56'02.18"N,3°13'05.09"W,49°29'02.22"N,0°39'12.82"W,47°46'52.86"N,1°23'19.32"W,48°13'30.43"N,3°52'10.38"W,48.86609,-2.2804,49.93394,-3.21808,49.48395,-.65356,47.78135,-1.3887,48.22512,-3.86955,LC82020262014304LGN00,LC82020262014304LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82020262014304LGN00
LC82020272014304LGN00, 202, 027, 202, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20141031105458_20141031113846.01,LT8BPF20141031105104_20141031113940.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/10/31,2014:304:10:59:40.6269680,2014:304:11:00:12.3969650,2014/10/31,9,.28,27.36145626,164.94216273,5.332,6.684,-1,2,Y,LPGS_2.4.0,47°26'57.19"N,2°50'35.12"W,48°30'52.92"N,3°45'40.57"W,48°04'23.16"N,1°15'58.21"W,46°22'01.78"N,1°58'04.30"W,46°48'12.17"N,4°23'06.07"W,47.44922,-2.84309,48.5147,-3.76127,48.0731,-1.26617,46.36716,-1.96786,46.80338,-4.38502,LC82020272014304LGN00,LC82020272014304LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82020272014304LGN00
LC82020282014304LGN00, 202, 028, 202, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20141031105458_20141031113846.01,LT8BPF20141031105104_20141031113940.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/10/31,2014:304:11:00:04.5137700,2014:304:11:00:36.2837660,2014/10/31,9,0,28.65038927,164.26802101,6.556,5.722,-1,2,Y,LPGS_2.4.0,46°01'46.67"N,3°22'54.16"W,47°05'34.58"N,4°16'53.08"W,46°39'32.29"N,1°51'02.81"W,44°57'00.07"N,2°31'19.92"W,45°22'45.73"N,4°52'48.58"W,46.02963,-3.38171,47.09294,-4.28141,46.65897,-1.85078,44.95002,-2.5222,45.37937,-4.88016,LC82020282014304LGN00,LC82020282014304LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82020282014304LGN00
LC81950282014303LGN00, 195, 028, 195, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20141030100919_20141030105530.01,LT8BPF20141030100525_20141030105623.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/10/30,2014:303:10:16:48.0495460,2014:303:10:17:19.8195420,2014/10/30,9,10,28.97677768,164.18005835,5.423,6.422,-1,2,Y,LPGS_2.4.0,46°01'46.56"N,7°26'11.80"E,47°05'34.33"N,6°32'14.78"E,46°39'32.83"N,8°58'01.24"E,44°57'00.32"N,8°17'44.30"E,45°22'45.23"N,5°56'19.28"E,46.0296,7.43661,47.09287,6.53744,46.65912,8.96701,44.95009,8.29564,45.37923,5.93869,LC81950282014303LGN00,LC81950282014303LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950282014303LGN00
LC81950302014303LGN00, 195, 030, 195, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20141030100919_20141030105530.01,LT8BPF20141030100525_20141030105623.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/10/30,2014:303:10:17:35.8146760,2014:303:10:18:07.5846720,2014/10/30,9,3.03,31.53851236,162.81305315,3.987,5.526,-1,2,Y,LPGS_2.4.0,43°11'06.18"N,6°25'23.41"E,44°14'40.09"N,5°33'34.06"E,43°49'28.16"N,7°52'14.88"E,42°06'35.53"N,7°15'06.37"E,42°31'35.65"N,5°00'13.10"E,43.18505,6.42317,44.24447,5.55946,43.82449,7.8708,42.10987,7.25177,42.52657,5.00364,LC81950302014303LGN00,LC81950302014303LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950302014303LGN00
LC81950292014303LGN00, 195, 029, 195, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20141030100919_20141030105530.01,LT8BPF20141030100525_20141030105623.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/10/30,2014:303:10:17:11.9321110,2014:303:10:17:43.7021070,2014/10/30,9,4.36,30.25999016,163.49882696,4.402,5.786,-1,2,Y,LPGS_2.4.0,44°36'29.92"N,6°55'11.89"E,45°40'10.27"N,6°02'19.18"E,45°14'34.22"N,8°24'27.76"E,43°31'51.64"N,7°45'49.61"E,43°57'13.61"N,5°27'44.89"E,44.60831,6.91997,45.66952,6.03866,45.24284,8.40771,43.53101,7.76378,43.95378,5.46247,LC81950292014303LGN00,LC81950292014303LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950292014303LGN00
LC81990312014299LGN00, 199, 031, 199, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20141026103340_20141026111951.01,LT8BPF20141026102947_20141026112045.01,L8CPF20141001_20141208.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/10/26,2014:299:10:42:45.4451020,2014:299:10:43:17.2150980,2016/01/13,9,1.4,34.08751574,161.65208743,4.285,5.434,576,3,Y,LPGS_2.6.0,41°45'34.09"N,0°14'41.82"W,42°49'02.75"N,1°05'37.14"W,42°24'10.55"N,1°10'01.88"E,40°41'09.89"N,0°34'15.13"E,41°05'52.30"N,1°37'51.17"W,41.75947,-.24495,42.81743,-1.09365,42.40293,1.16719,40.68608,.57087,41.09786,-1.63088,LC81990312014299LGN00,LC81990312014299LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990312014299LGN00
LC81990302014299LGN00, 199, 030, 199, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20141026103340_20141026111951.01,LT8BPF20141026102947_20141026112045.01,L8CPF20141001_20141208.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/10/26,2014:299:10:42:21.5540650,2014:299:10:42:53.3240610,2016/01/13,9,3.86,32.81931346,162.37448396,3.932,5.234,429,3,Y,LPGS_2.6.0,43°11'05.78"N,0°14'02.58"E,44°14'40.20"N,0°37'51.02"W,43°49'26.54"N,1°40'58.40"E,42°06'34.74"N,1°03'49.86"E,42°31'36.55"N,1°11'11.76"W,43.18494,.23405,44.2445,-.63084,43.82404,1.68289,42.10965,1.06385,42.52682,-1.1866,LC81990302014299LGN00,LC81990302014299LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990302014299LGN00
LC81990292014299LGN00, 199, 029, 199, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20141026103340_20141026111951.01,LT8BPF20141026102947_20141026112045.01,L8CPF20141001_20141208.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/10/26,2014:299:10:41:57.6715000,2014:299:10:42:29.4414960,2016/01/13,9,3.03,31.54599846,163.08749513,3.793,5.094,603,3,Y,LPGS_2.6.0,44°36'29.30"N,0°43'51.42"E,45°40'10.09"N,0°09'02.92"W,45°14'33.22"N,2°13'09.05"E,43°31'50.88"N,1°34'30.65"E,43°57'13.61"N,0°43'37.34"W,44.60814,.73095,45.66947,-.15081,45.24256,2.21918,43.5308,1.57518,43.95378,-.72704,LC81990292014299LGN00,LC81990292014299LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990292014299LGN00
