Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Full or Partial Scene,Nadir/Off Nadir,Data Category,TIRS SSM Model,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Date L1 Generated,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC82010272015252LGN00, 201, 027, 201, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20150909104141_20150909122058.01,LT8BPF20150909103747_20150909112917.02,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/09,2015:252:10:53:12.2325060,2015:252:10:53:44.0025030,2015/09/09,9,6.2,45.35926437,155.10830607,5.757,5.511,423,-1,Y,LPGS_2.5.1,47°26'57.01"N,1°17'23.06"W,48°30'53.53"N,2°12'26.86"W,48°04'21.65"N,0°17'15.22"E,46°22'00.88"N,0°24'53.64"W,46°48'13.28"N,2°49'55.24"W,47.44917,-1.28974,48.51487,-2.20746,48.07268,.28756,46.36691,-.4149,46.80369,-2.83201,LC82010272015252LGN00,LC82010272015252LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82010272015252LGN00
LC82010292015252LGN00, 201, 029, 201, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20150909104141_20150909122058.01,LT8BPF20150909103747_20150909112917.02,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/09,2015:252:10:54:00.0103450,2015:252:10:54:31.7803410,2015/09/09,9,11.52,47.64774167,152.60764091,4.937,6.169,21,-1,Y,LPGS_2.5.1,44°36'28.69"N,2°20'47.51"W,45°40'10.27"N,3°13'40.69"W,45°14'31.45"N,0°51'28.55"W,43°31'49.37"N,1°30'09.29"W,43°57'14.04"N,3°48'17.50"W,44.60797,-2.34653,45.66952,-3.22797,45.24207,-.85793,43.53038,-1.50258,43.9539,-3.80486,LC82010292015252LGN00,LC82010292015252LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82010292015252LGN00
LC82010252015252LGN00, 201, 025, 201, 025,FULL,NADIR,NOMINAL,N/A,LO8BPF20150909104141_20150909122058.01,LT8BPF20150909103747_20150909112917.02,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/09,2015:252:10:52:24.4589040,2015:252:10:52:56.2289000,2015/09/09,9,12.63,43.01824324,157.4939069,5.767,5.375,166,-1,Y,LPGS_2.5.1,50°16'52.79"N,0°08'08.52"W,51°21'07.67"N,1°05'36.56"W,50°53'32.10"N,1°32'45.28"E,49°11'36.20"N,0°46'21.94"E,49°38'45.85"N,1°46'36.19"W,50.28133,-.1357,51.35213,-1.09349,50.89225,1.54591,49.19339,.77276,49.64607,-1.77672,LC82010252015252LGN00,LC82010252015252LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82010252015252LGN00
LC81940272015251LGN00, 194, 027, 194, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20150908081932_20150908113654.01,LT8BPF20150908095455_20150908104601.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/08,2015:251:10:09:55.9162790,2015:251:10:10:27.6862750,2015/09/08,9,13.89,45.70473212,154.82591342,5.117,3.782,353,-1,Y,LPGS_2.5.1,47°26'57.26"N,9°31'34.82"E,48°30'53.57"N,8°36'31.86"E,48°04'22.15"N,11°06'11.99"E,46°22'01.20"N,10°24'03.20"E,46°48'13.21"N,7°59'03.52"E,47.44924,9.52634,48.51488,8.60885,48.07282,11.10333,46.367,10.40089,46.80367,7.98431,LC81940272015251LGN00,LC81940272015251LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81940272015251LGN00
LC81940292015251LGN00, 194, 029, 194, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20150908081932_20150908113654.01,LT8BPF20150908095455_20150908104601.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/08,2015:251:10:10:43.6898810,2015:251:10:11:15.4598780,2015/09/08,9,16.23,47.98369942,152.29021071,4.761,4.16,352,-1,Y,LPGS_2.5.1,44°36'29.66"N,8°28'10.96"E,45°40'10.96"N,7°35'20.26"E,45°14'33.11"N,9°57'27.50"E,43°31'50.77"N,9°18'46.69"E,43°57'14.51"N,7°00'43.20"E,44.60824,8.46971,45.66971,7.58896,45.24253,9.95764,43.53077,9.31297,43.95403,7.012,LC81940292015251LGN00,LC81940292015251LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81940292015251LGN00
LC82030252015250LGN00, 203, 025, 203, 025,FULL,NADIR,NOMINAL,N/A,LO8BPF20150907091931_20150907123318.01,LT8BPF20150907103947_20150907114113.02,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/07,2015:250:11:04:44.8182360,2015:250:11:05:16.5882320,2015/09/07,9,10.02,43.70041743,157.00750575,5.357,5.344,184,-1,Y,LPGS_2.5.1,50°16'51.13"N,3°13'25.46"W,51°21'06.01"N,4°10'52.50"W,50°53'30.88"N,1°32'32.86"W,49°11'34.80"N,2°18'56.12"W,49°38'44.09"N,4°51'52.06"W,50.28087,-3.22374,51.35167,-4.18125,50.89191,-1.54246,49.193,-2.31559,49.64558,-4.86446,LC82030252015250LGN00,LC82030252015250LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82030252015250LGN00
LC82030272015250LGN00, 203, 027, 203, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20150907091931_20150907123318.01,LT8BPF20150907103947_20150907114113.02,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/07,2015:250:11:05:32.5833660,2015:250:11:06:04.3533630,2015/09/07,9,.06,46.02548801,154.56177138,5.369,5.392,386,-1,Y,LPGS_2.5.1,47°26'57.30"N,4°22'39.14"W,48°30'53.75"N,5°17'42.50"W,48°04'22.08"N,2°48'01.58"W,46°22'01.24"N,3°30'10.44"W,46°48'13.43"N,5°55'10.92"W,47.44925,-4.37754,48.51493,-5.29514,48.0728,-2.80044,46.36701,-3.5029,46.80373,-5.9197,LC82030272015250LGN00,LC82030272015250LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82030272015250LGN00
LC82030262015250LGN00, 203, 026, 203, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20150907091931_20150907123318.01,LT8BPF20150907103947_20150907114113.02,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/07,2015:250:11:05:08.7008010,2015:250:11:05:40.4707980,2015/09/07,9,1.45,44.86926595,155.79696589,5.637,5.379,479,-1,Y,LPGS_2.5.1,48°51'58.64"N,3°48'50.80"W,49°56'03.66"N,4°45'04.07"W,49°29'01.75"N,2°11'13.31"W,47°46'52.75"N,2°55'22.91"W,48°13'32.16"N,5°24'12.53"W,48.86629,-3.81411,49.93435,-4.75113,49.48382,-2.18703,47.78132,-2.92303,48.2256,-5.40348,LC82030262015250LGN00,LC82030262015250LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82030262015250LGN00
LC81960312015249LGN00, 196, 031, 196, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20150906101109_20150906105634.01,LT8BPF20150906100715_20150906105757.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2015/09/06,2015:249:10:23:51.7805490,2015:249:10:24:23.5505460,2015/09/06,9,9.92,50.82052606,148.89004488,0,0,-1,-1,Y,LPGS_2.5.1,41°45'35.21"N,4°24'18.65"E,42°49'04.08"N,3°33'28.44"E,42°24'11.59"N,5°48'59.54"E,40°41'10.68"N,5°13'10.52"E,41°05'53.34"N,3°01'11.89"E,41.75978,4.40518,42.8178,3.5579,42.40322,5.81654,40.6863,5.21959,41.09815,3.01997,LC81960312015249LGN00,LC81960312015249LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960312015249LGN00
LC81960292015249LGN00, 196, 029, 196, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20150906101109_20150906105634.01,LT8BPF20150906100715_20150906105757.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/06,2015:249:10:23:04.0069470,2015:249:10:23:35.7769430,2015/09/06,9,6.08,48.62747601,151.67109117,4.011,4.635,602,-1,Y,LPGS_2.5.1,44°36'29.77"N,5°22'55.70"E,45°40'11.17"N,4°30'04.18"E,45°14'33.11"N,6°52'12.72"E,43°31'51.02"N,6°13'31.91"E,43°57'14.90"N,3°55'27.16"E,44.60827,5.38214,45.66977,4.50116,45.24253,6.8702,43.53084,6.22553,43.95414,3.92421,LC81960292015249LGN00,LC81960292015249LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960292015249LGN00
LC81960302015249LGN00, 196, 030, 196, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20150906101109_20150906105634.01,LT8BPF20150906100715_20150906105757.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/06,2015:249:10:23:27.8979840,2015:249:10:23:59.6679800,2015/09/06,9,.83,49.73329689,150.30525855,3.622,4.783,494,-1,Y,LPGS_2.5.1,43°11'04.92"N,4°53'04.20"E,44°14'39.59"N,4°01'14.63"E,43°49'25.10"N,6°19'58.55"E,42°06'33.23"N,5°42'47.74"E,42°31'35.83"N,3°27'51.37"E,43.1847,4.8845,44.24433,4.02073,43.82364,6.33293,42.10923,5.71326,42.52662,3.46427,LC81960302015249LGN00,LC81960302015249LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960302015249LGN00
LC81980292015247LGN00, 198, 029, 198, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20150904102305_20150904110830.02,LT8BPF20150904101911_20150904110955.01,L8CPF20150701_20150930.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/04,2015:247:10:35:24.2477260,2015:247:10:35:56.0177220,2016/01/13,9,16.12,49.26262481,151.04515539,4.523,5.236,302,3,Y,LPGS_2.6.0,44°36'29.52"N,2°17'42.00"E,45°40'10.99"N,1°24'49.39"E,45°14'32.53"N,3°47'00.20"E,43°31'50.41"N,3°08'19.57"E,43°57'14.69"N,0°50'12.62"E,44.6082,2.295,45.66972,1.41372,45.24237,3.78339,43.53067,3.13877,43.95408,.83684,LC81980292015247LGN00,LC81980292015247LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81980292015247LGN00
LC81930322015244LGN00, 193, 032, 193, 032,FULL,NADIR,NOMINAL,N/A,LO8BPF20150901095234_20150901113039.02,LT8BPF20150901094840_20150901103855.02,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/01,2015:244:10:05:41.0314910,2015:244:10:06:12.8014870,2015/09/01,9,18.22,53.38002967,145.51178343,6.165,5.22,617,-1,Y,LPGS_2.5.1,40°19'57.07"N,8°34'47.42"E,41°23'21.37"N,7°44'47.69"E,40°58'46.85"N,9°57'30.53"E,39°15'38.41"N,9°22'56.39"E,39°40'04.98"N,7°13'32.23"E,40.33252,8.57984,41.38927,7.74658,40.97968,9.95848,39.26067,9.38233,39.66805,7.22562,LC81930322015244LGN00,LC81930322015244LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81930322015244LGN00
LC81950292015242LGN00, 195, 029, 195, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20150830100456_20150830104933.02,LT8BPF20150830100102_20150830105058.02,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/30,2015:242:10:16:50.6581040,2015:242:10:17:22.4281000,2015/08/30,9,2.54,50.81986644,149.44916557,3.724,4.299,759,-1,Y,LPGS_2.5.1,44°36'30.35"N,6°55'45.37"E,45°40'11.75"N,6°02'55.00"E,45°14'33.79"N,8°25'01.92"E,43°31'51.31"N,7°46'20.89"E,43°57'15.12"N,5°28'17.76"E,44.60843,6.92927,45.66993,6.04861,45.24272,8.4172,43.53092,7.77247,43.9542,5.4716,LC81950292015242LGN00,LC81950292015242LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950292015242LGN00
LC81950252015242LGN00, 195, 025, 195, 025,FULL,NADIR,NOMINAL,N/A,LO8BPF20150830100456_20150830104933.02,LT8BPF20150830100102_20150830105058.02,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/30,2015:242:10:15:15.1193710,2015:242:10:15:46.8893670,2015/08/30,9,1.44,46.36779256,155.01776618,4.958,3.823,557,-1,Y,LPGS_2.5.1,50°16'52.14"N,9°08'23.78"E,51°21'07.06"N,8°10'56.78"E,50°53'31.74"N,10°49'16.79"E,49°11'35.63"N,10°02'53.20"E,49°38'45.02"N,7°29'56.90"E,50.28115,9.13994,51.35196,8.18244,50.89215,10.82133,49.19323,10.04811,49.64584,7.49914,LC81950252015242LGN00,LC81950252015242LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950252015242LGN00
LC81950302015242LGN00, 195, 030, 195, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20150830100456_20150830104933.02,LT8BPF20150830100102_20150830105058.02,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/30,2015:242:10:17:14.5491410,2015:242:10:17:46.3191370,2015/08/30,9,6.02,51.88725995,147.9414716,3.121,4.167,601,-1,Y,LPGS_2.5.1,43°11'05.14"N,6°25'53.98"E,44°14'39.80"N,5°34'06.78"E,43°49'26.00"N,7°52'45.95"E,42°06'33.80"N,7°15'34.78"E,42°31'35.69"N,5°00'43.09"E,43.18476,6.43166,44.24439,5.56855,43.82389,7.87943,42.10939,7.25966,42.52658,5.01197,LC81950302015242LGN00,LC81950302015242LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950302015242LGN00
LC81950312015242LGN00, 195, 031, 195, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20150830100456_20150830104933.02,LT8BPF20150830100102_20150830105058.02,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2015/08/30,2015:242:10:17:38.4401780,2015:242:10:18:10.2101740,2015/08/30,9,1.9,52.93283632,146.37466173,0,0,-1,-1,Y,LPGS_2.5.1,41°45'33.73"N,5°57'07.42"E,42°49'02.46"N,5°06'19.58"E,42°24'10.62"N,7°21'46.19"E,40°41'09.31"N,6°45'56.92"E,41°05'51.32"N,4°34'02.68"E,41.75937,5.95206,42.81735,5.10544,42.40295,7.36283,40.68592,6.76581,41.09759,4.56741,LC81950312015242LGN00,LC81950312015242LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950312015242LGN00
LC81950272015242LGN00, 195, 027, 195, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20150830100456_20150830104933.02,LT8BPF20150830100102_20150830105058.02,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/30,2015:242:10:16:02.8887370,2015:242:10:16:34.6587340,2015/08/30,9,.64,48.62746377,152.31257993,4.17,4.024,600,-1,Y,LPGS_2.5.1,47°26'57.16"N,7°59'09.49"E,48°30'53.53"N,7°04'07.46"E,48°04'22.19"N,9°33'46.04"E,46°22'01.09"N,8°51'36.86"E,46°48'13.00"N,6°26'38.69"E,47.44921,7.98597,48.51487,7.06874,48.07283,9.56279,46.36697,8.86024,46.80361,6.44408,LC81950272015242LGN00,LC81950272015242LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950272015242LGN00
LC81950282015242LGN00, 195, 028, 195, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20150830100456_20150830104933.02,LT8BPF20150830100102_20150830105058.02,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/30,2015:242:10:16:26.7797750,2015:242:10:16:58.5497710,2015/08/30,9,2.5,49.73309297,150.90353619,4.296,4.472,563,-1,Y,LPGS_2.5.1,46°01'46.09"N,7°26'47.44"E,47°05'34.62"N,6°32'52.94"E,46°39'31.21"N,8°58'37.56"E,44°56'58.88"N,8°18'17.53"E,45°22'45.66"N,5°56'54.24"E,46.02947,7.44651,47.09295,6.54804,46.65867,8.9771,44.94969,8.30487,45.37935,5.9484,LC81950282015242LGN00,LC81950282015242LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950282015242LGN00
