Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Full or Partial Scene,Nadir/Off Nadir,Data Category,TIRS SSM Model,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Date L1 Generated,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC81950252015242LGN00, 195, 025, 195, 025,FULL,NADIR,NOMINAL,N/A,LO8BPF20150830100456_20150830104933.02,LT8BPF20150830100102_20150830105058.02,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/30,2015:242:10:15:15.1193710,2015:242:10:15:46.8893670,2015/08/30,9,1.44,46.36779256,155.01776618,4.958,3.823,557,-1,Y,LPGS_2.5.1,50°16'52.14"N,9°08'23.78"E,51°21'07.06"N,8°10'56.78"E,50°53'31.74"N,10°49'16.79"E,49°11'35.63"N,10°02'53.20"E,49°38'45.02"N,7°29'56.90"E,50.28115,9.13994,51.35196,8.18244,50.89215,10.82133,49.19323,10.04811,49.64584,7.49914,LC81950252015242LGN00,LC81950252015242LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950252015242LGN00
LC81950262015242LGN00, 195, 026, 195, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20150830100456_20150830104933.02,LT8BPF20150830100102_20150830105058.02,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/30,2015:242:10:15:39.0061720,2015:242:10:16:10.7761680,2015/08/30,9,1.55,47.50542854,153.68151898,4.456,3.722,606,-1,Y,LPGS_2.5.1,48°51'58.54"N,8°32'58.06"E,49°56'03.77"N,7°36'44.68"E,49°29'01.68"N,10°10'35.58"E,47°46'52.64"N,9°26'25.84"E,48°13'32.20"N,6°57'36.07"E,48.86626,8.54946,49.93438,7.61241,49.4838,10.17655,47.78129,9.44051,48.22561,6.96002,LC81950262015242LGN00,LC81950262015242LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950262015242LGN00
LC81950272015242LGN00, 195, 027, 195, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20150830100456_20150830104933.02,LT8BPF20150830100102_20150830105058.02,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/30,2015:242:10:16:02.8887370,2015:242:10:16:34.6587340,2015/08/30,9,.64,48.62746377,152.31257993,4.17,4.024,600,-1,Y,LPGS_2.5.1,47°26'57.16"N,7°59'09.49"E,48°30'53.53"N,7°04'07.46"E,48°04'22.19"N,9°33'46.04"E,46°22'01.09"N,8°51'36.86"E,46°48'13.00"N,6°26'38.69"E,47.44921,7.98597,48.51487,7.06874,48.07283,9.56279,46.36697,8.86024,46.80361,6.44408,LC81950272015242LGN00,LC81950272015242LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950272015242LGN00
LC81950282015242LGN00, 195, 028, 195, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20150830100456_20150830104933.02,LT8BPF20150830100102_20150830105058.02,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/30,2015:242:10:16:26.7797750,2015:242:10:16:58.5497710,2015/08/30,9,2.5,49.73309297,150.90353619,4.296,4.472,563,-1,Y,LPGS_2.5.1,46°01'46.09"N,7°26'47.44"E,47°05'34.62"N,6°32'52.94"E,46°39'31.21"N,8°58'37.56"E,44°56'58.88"N,8°18'17.53"E,45°22'45.66"N,5°56'54.24"E,46.02947,7.44651,47.09295,6.54804,46.65867,8.9771,44.94969,8.30487,45.37935,5.9484,LC81950282015242LGN00,LC81950282015242LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950282015242LGN00
LC81950292015242LGN00, 195, 029, 195, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20150830100456_20150830104933.02,LT8BPF20150830100102_20150830105058.02,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/30,2015:242:10:16:50.6581040,2015:242:10:17:22.4281000,2015/08/30,9,2.54,50.81986644,149.44916557,3.724,4.299,759,-1,Y,LPGS_2.5.1,44°36'30.35"N,6°55'45.37"E,45°40'11.75"N,6°02'55.00"E,45°14'33.79"N,8°25'01.92"E,43°31'51.31"N,7°46'20.89"E,43°57'15.12"N,5°28'17.76"E,44.60843,6.92927,45.66993,6.04861,45.24272,8.4172,43.53092,7.77247,43.9542,5.4716,LC81950292015242LGN00,LC81950292015242LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950292015242LGN00
LC81950302015178LGN00, 195, 030, 195, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20150627100428_20150627104018.01,LT8BPF20150627100034_20150627104114.01,L8CPF20150401_20150630.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/06/27,2015:178:10:16:47.0754390,2015:178:10:17:18.8454350,2015/06/27,9,.65,64.14445324,133.76994695,3.864,4.621,569,2,Y,LPGS_2.5.1,43°11'06.00"N,6°25'55.06"E,44°14'40.81"N,5°34'07.75"E,43°49'25.93"N,7°52'48.43"E,42°06'34.24"N,7°15'36.22"E,42°31'37.16"N,5°00'43.02"E,43.185,6.43196,44.24467,5.56882,43.82387,7.88012,42.10951,7.26006,42.52699,5.01195,LC81950302015178LGN00,LC81950302015178LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950302015178LGN00
LC81950312015178LGN00, 195, 031, 195, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20150627100428_20150627104018.01,LT8BPF20150627100034_20150627104114.01,L8CPF20150401_20150630.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2015/06/27,2015:178:10:17:10.9707120,2015:178:10:17:42.7407080,2015/06/27,9,.11,64.89747083,130.90476062,0,0,-1,-1,Y,LPGS_2.5.1,41°45'33.77"N,5°57'07.56"E,42°49'02.82"N,5°06'19.44"E,42°24'09.90"N,7°21'47.48"E,40°41'09.17"N,6°45'57.28"E,41°05'52.26"N,4°34'01.56"E,41.75938,5.9521,42.81745,5.1054,42.40275,7.36319,40.68588,6.76591,41.09785,4.5671,LC81950312015178LGN00,LC81950312015178LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950312015178LGN00
LC81960252015185LGN00, 196, 025, 196, 025,FULL,NADIR,NOMINAL,N/A,LO8BPF20150704101044_20150704103500.01,LT8BPF20150704082733_20150704103556.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/07/04,2015:185:10:21:03.7609590,2015:185:10:21:35.5309550,2015/07/04,9,.28,59.14216201,145.93671276,4.961,3.801,647,2,Y,LPGS_2.5.1,50°16'52.72"N,7°35'05.32"E,51°21'07.92"N,6°37'37.81"E,50°53'31.52"N,9°15'59.65"E,49°11'35.95"N,8°29'35.09"E,49°38'46.43"N,5°56'36.96"E,50.28131,7.58481,51.3522,6.62717,50.89209,9.26657,49.19332,8.49308,49.64623,5.9436,LC81960252015185LGN00,LC81960252015185LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960252015185LGN00
LC81960262015185LGN00, 196, 026, 196, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20150704101044_20150704103500.01,LT8BPF20150704082733_20150704103556.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/07/04,2015:185:10:21:27.6519960,2015:185:10:21:59.4219920,2015/07/04,9,.44,60.11562309,143.72719018,4.695,4.397,525,2,Y,LPGS_2.5.1,48°51'58.32"N,6°59'38.40"E,49°56'04.09"N,6°03'24.41"E,49°29'01.00"N,8°37'17.00"E,47°46'52.39"N,7°53'06.43"E,48°13'32.95"N,5°24'14.98"E,48.8662,6.994,49.93447,6.05678,49.48361,8.62139,47.78122,7.88512,48.22582,5.40416,LC81960262015185LGN00,LC81960262015185LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960262015185LGN00
LC81960272015185LGN00, 196, 027, 196, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20150704101044_20150704103500.01,LT8BPF20150704082733_20150704103556.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/07/04,2015:185:10:21:51.5345610,2015:185:10:22:23.3045570,2015/07/04,9,.39,61.05276651,141.41760139,4.354,4.909,461,2,Y,LPGS_2.5.1,47°26'57.48"N,6°25'48.94"E,48°30'54.04"N,5°30'46.30"E,48°04'21.61"N,8°00'27.07"E,46°22'01.13"N,7°18'17.06"E,46°48'14.11"N,4°53'16.73"E,47.4493,6.43026,48.51501,5.51286,48.07267,8.00752,46.36698,7.30474,46.80392,4.88798,LC81960272015185LGN00,LC81960272015185LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960272015185LGN00
LC81960282015217LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20150805101055_20150805103511.01,LT8BPF20150805100701_20150805103713.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/05,2015:217:10:22:26.6278520,2015:217:10:22:58.3978480,2015/08/05,9,.32,56.57242595,143.73479625,4.108,4.23,540,-1,Y,LPGS_2.5.1,46°01'46.24"N,5°54'22.64"E,47°05'34.84"N,5°00'28.44"E,46°39'31.14"N,7°26'12.95"E,44°56'58.96"N,6°45'52.63"E,45°22'45.91"N,4°24'29.48"E,46.02951,5.90629,47.09301,5.0079,46.65865,7.43693,44.94971,6.76462,45.37942,4.40819,LC81960282015217LGN00,LC81960282015217LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282015217LGN00
LC81960292015185LGN00, 196, 029, 196, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20150704101044_20150704103500.01,LT8BPF20150704082733_20150704103556.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/07/04,2015:185:10:22:39.3081630,2015:185:10:23:11.0781590,2015/07/04,9,.79,62.80482254,136.45618512,3.909,4.204,683,2,Y,LPGS_2.5.1,44°36'30.31"N,5°22'23.27"E,45°40'12.00"N,4°29'32.14"E,45°14'33.00"N,6°51'41.15"E,43°31'51.10"N,6°12'59.18"E,43°57'15.91"N,3°54'54.04"E,44.60842,5.37313,45.67,4.49226,45.2425,6.86143,43.53086,6.21644,43.95442,3.91501,LC81960292015185LGN00,LC81960292015185LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960292015185LGN00
LC81960302015201LGN00, 196, 030, 196, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20150720101053_20150720103508.01,LT8BPF20150720100659_20150720103604.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/07/20,2015:201:10:23:11.8232780,2015:201:10:23:43.5932740,2015/07/20,9,.1,61.53842004,135.67579966,3.737,4.839,509,-1,Y,LPGS_2.5.1,43°11'04.45"N,4°52'19.34"E,44°14'39.52"N,4°00'30.35"E,43°49'24.49"N,6°19'13.76"E,42°06'32.80"N,5°42'02.05"E,42°31'35.90"N,3°27'06.23"E,43.18457,4.87204,44.24431,4.00843,43.82347,6.32049,42.10911,5.70057,42.52664,3.45173,LC81960302015201LGN00,LC81960302015201LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960302015201LGN00
LC81960312015217LGN00, 196, 031, 196, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20150805101055_20150805103511.01,LT8BPF20150805100701_20150805103713.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2015/08/05,2015:217:10:23:38.2840200,2015:217:10:24:10.0540160,2015/08/05,9,0,59.32967525,137.5091988,0,0,-1,-1,Y,LPGS_2.5.1,41°45'34.60"N,4°24'42.26"E,42°49'03.90"N,3°33'52.92"E,42°24'11.27"N,5°49'22.51"E,40°41'09.96"N,5°13'32.99"E,41°05'52.73"N,3°01'35.83"E,41.75961,4.41174,42.81775,3.5647,42.40313,5.82292,40.6861,5.22583,41.09798,3.02662,LC81960312015217LGN00,LC81960312015217LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960312015217LGN00
LC81970252015192LGN00, 197, 025, 197, 025,FULL,NADIR,NOMINAL,N/A,LO8BPF20150711101636_20150711104116.01,LT8BPF20150711101242_20150711104211.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/07/11,2015:192:10:27:19.4238970,2015:192:10:27:51.1938930,2015/07/11,9,.23,58.34144007,146.07818827,5.159,4.312,578,2,Y,LPGS_2.5.1,50°16'51.10"N,6°02'04.49"E,51°21'06.19"N,5°04'37.20"E,50°53'29.76"N,7°42'58.79"E,49°11'34.30"N,6°56'34.22"E,49°38'44.77"N,4°23'36.31"E,50.28086,6.03458,51.35172,5.077,50.8916,7.71633,49.19286,6.94284,49.64577,4.39342,LC81970252015192LGN00,LC81970252015192LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970252015192LGN00
LC81970262015192LGN00, 197, 026, 197, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20150711101636_20150711104116.01,LT8BPF20150711101242_20150711104211.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/07/11,2015:192:10:27:43.3022260,2015:192:10:28:15.0722220,2015/07/11,9,.19,59.31759514,143.93206373,4.853,4.453,491,2,Y,LPGS_2.5.1,48°51'59.47"N,5°26'38.69"E,49°56'05.06"N,4°30'24.80"E,49°29'01.93"N,7°04'17.51"E,47°46'53.26"N,6°20'06.79"E,48°13'33.89"N,3°51'15.26"E,48.86652,5.44408,49.93474,4.50689,49.48387,7.07153,47.78146,6.33522,48.22608,3.85424,LC81970262015192LGN00,LC81970262015192LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970262015192LGN00
LC81970272015192LGN00, 197, 027, 197, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20150711101636_20150711104116.01,LT8BPF20150711101242_20150711104211.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/07/11,2015:192:10:28:07.1932630,2015:192:10:28:38.9632590,2015/07/11,9,.12,60.25970401,141.69051031,5.183,4.369,448,2,Y,LPGS_2.5.1,47°26'56.58"N,4°52'48.43"E,48°30'53.39"N,3°57'45.54"E,48°04'20.82"N,6°27'26.93"E,46°22'00.16"N,5°45'16.78"E,46°48'13.32"N,3°20'15.83"E,47.44905,4.88012,48.51483,3.96265,48.07245,6.45748,46.36671,5.75466,46.8037,3.33773,LC81970272015192LGN00,LC81970272015192LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970272015192LGN00
