Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Full or Partial Scene,Nadir/Off Nadir,Data Category,TIRS SSM Model,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Date L1 Generated,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC81970292013266LGN00, 197, 029, 197, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20130923101902_20130923104339.01,LT8BPF20130923101508_20130923104432.02,L8CPF20130920_20130930.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/23,2013:266:10:31:18.1331900,2013:266:10:31:49.9031860,2014/12/24,9,.05,43.04571957,157.31375069,3.639,4.295,-1,2,Y,LPGS_2.4.0,44°36'30.38"N,3°48'58.57"E,45°40'10.49"N,2°56'02.33"E,45°14'34.40"N,5°18'16.20"E,43°31'52.50"N,4°39'39.56"E,43°57'14.47"N,2°21'29.81"E,44.60844,3.81627,45.66958,2.93398,45.24289,5.3045,43.53125,4.66099,43.95402,2.35828,LC81970292013266LGN00,LC81970292013266LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970292013266LGN00
LC81970272013266LGN00, 197, 027, 197, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20130923101902_20130923104339.01,LT8BPF20130923101508_20130923104432.02,L8CPF20130920_20130930.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/23,2013:266:10:30:30.3680600,2013:266:10:31:02.1380560,2015/07/06,9,3.15,40.62515978,159.36250309,5.012,5.346,431,2,Y,LPGS_2.5.1,47°26'56.18"N,4°52'14.56"E,48°30'51.37"N,3°57'06.30"E,48°04'22.04"N,6°26'52.51"E,46°22'01.24"N,5°44'48.23"E,46°48'11.27"N,3°19'42.82"E,47.44894,4.87071,48.51427,3.95175,48.07279,6.44792,46.36701,5.74673,46.80313,3.32856,LC81970272013266LGN00,LC81970272013266LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970272013266LGN00
LC81970262013266LGN00, 197, 026, 197, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20130923101902_20130923104339.01,LT8BPF20130923101508_20130923104432.02,L8CPF20130920_20130930.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/23,2013:266:10:30:06.4812590,2013:266:10:30:38.2512550,2015/06/23,9,9.22,39.40031757,160.36060233,5.052,5.503,296,2,Y,LPGS_2.5.1,48°51'58.61"N,5°25'59.45"E,49°56'02.44"N,4°29'39.95"E,49°29'02.58"N,7°03'37.76"E,47°46'53.90"N,6°19'33.02"E,48°13'31.33"N,3°50'36.74"E,48.86628,5.43318,49.93401,4.49443,49.48405,7.06049,47.78164,6.32584,48.22537,3.84354,LC81970262013266LGN00,LC81970262013266LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970262013266LGN00
LC81940302013261LGN00, 194, 030, 194, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20130918100431_20130918103707.02,LT8BPF20130918100037_20130918103800.01,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/18,2013:261:10:13:12.5331500,2013:261:10:13:44.3031460,2015/03/23,9,5.67,45.96259009,154.82269463,3.621,4.395,-1,2,Y,LPGS_2.4.0,43°11'05.50"N,7°56'51.68"E,44°14'38.76"N,7°05'01.50"E,43°49'27.34"N,9°23'42.86"E,42°06'35.42"N,8°46'35.51"E,42°31'35.04"N,6°31'41.74"E,43.18486,7.94769,44.2441,7.08375,43.82426,9.39524,42.10984,8.77653,42.5264,6.52826,LC81940302013261LGN00,LC81940302013261LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81940302013261LGN00
LC81940312013261LGN00, 194, 031, 194, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20130918100431_20130918103707.02,LT8BPF20130918100037_20130918103800.01,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/18,2013:261:10:13:36.4241870,2013:261:10:14:08.1941830,2015/09/18,9,3.61,47.12350003,153.64751452,4.956,6.102,33,1,Y,LPGS_2.5.1,41°45'34.13"N,7°28'08.36"E,42°49'01.81"N,6°37'15.35"E,42°24'11.45"N,8°52'48.43"E,40°41'10.79"N,8°17'02.83"E,41°05'51.40"N,6°05'02.40"E,41.75948,7.46899,42.81717,6.62093,42.40318,8.88012,40.68633,8.28412,41.09761,6.084,LC81940312013261LGN00,LC81940312013261LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81940312013261LGN00
LC81960312013259LGN00, 196, 031, 196, 031,FULL,NADIR,NOMINAL,ACTUAL,LO8BPF20130916101319_20130916103732.03,LT8BPF20130916100925_20130916103825.02,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2013/09/16,2013:259:10:25:59.0302080,2013:259:10:26:30.8002050,2016/06/27,9,7.9,47.78869283,153.01868847,0,0,-1,4,Y,LPGS_2.6.2,41°45'35.21"N,4°22'34.03"E,42°49'02.93"N,3°31'39.68"E,42°24'11.95"N,5°47'15.83"E,40°41'11.69"N,5°11'30.16"E,41°05'52.91"N,2°59'26.70"E,41.75978,4.37612,42.81748,3.52769,42.40332,5.78773,40.68658,5.19171,41.09803,2.99075,LC81960312013259LGN00,LC81960312013259LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960312013259LGN00
LC81980302013257LGN00, 198, 030, 198, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20130914102916_20130914104954.02,LT8BPF20130914102522_20130914105047.01,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/14,2013:257:10:37:57.6731360,2013:257:10:38:29.4431320,2016/01/13,9,4.79,47.30628384,153.62169164,3.373,4.391,470,3,Y,LPGS_2.6.0,43°11'04.96"N,1°45'42.16"E,44°14'38.90"N,0°53'45.60"E,43°49'25.21"N,3°12'39.28"E,42°06'34.45"N,2°35'32.10"E,42°31'36.30"N,0°20'26.34"E,43.18471,1.76171,44.24414,.896,43.82367,3.21091,42.10957,2.59225,42.52675,.34065,LC81980302013257LGN00,LC81980302013257LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81980302013257LGN00
LC81980312013257LGN00, 198, 031, 198, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20130914102916_20130914104954.02,LT8BPF20130914102522_20130914105047.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/14,2013:257:10:38:21.5641730,2013:257:10:38:53.3341690,2015/02/26,9,4.44,48.44804902,152.3750049,4.032,4.144,-1,2,Y,LPGS_2.4.0,41°45'33.80"N,1°16'58.73"E,42°49'01.81"N,0°26'01.43"E,42°24'09.83"N,2°41'43.08"E,40°41'10.07"N,2°05'57.59"E,41°05'52.22"N,0°06'11.27"W,41.75939,1.28298,42.81717,.43373,42.40273,2.6953,40.68613,2.09933,41.09784,-.10313,LC81980312013257LGN00,LC81980312013257LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81980312013257LGN00
LC82000312013255LGN00, 200, 031, 200, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20130912104203_20130912110616.01,LT8BPF20130912103809_20130912110709.01,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/12,2013:255:10:50:43.9923460,2013:255:10:51:15.7623420,2016/01/13,9,1.47,49.10037314,151.71925039,3.416,4.146,478,3,Y,LPGS_2.6.0,41°45'34.02"N,1°48'33.80"W,42°49'02.35"N,2°39'33.73"W,42°24'09.54"N,0°23'47.04"W,40°41'10.18"N,0°59'32.28"W,41°05'53.23"N,3°11'46.07"W,41.75945,-1.80939,42.81732,-2.65937,42.40265,-.3964,40.68616,-.9923,41.09812,-3.19613,LC82000312013255LGN00,LC82000312013255LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82000312013255LGN00
LC81930302013254LGN00, 193, 030, 193, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20130911095449_20130911101838.02,LT8BPF20130911095055_20130911101931.02,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/11,2013:254:10:07:04.8026650,2013:254:10:07:36.5726610,2015/05/29,9,13.47,48.30852867,152.67912875,4.999,4.348,259,2,Y,LPGS_2.5.1,43°11'05.17"N,9°29'00.60"E,44°14'38.29"N,8°37'10.24"E,43°49'27.01"N,10°55'51.42"E,42°06'35.17"N,10°18'44.32"E,42°31'34.64"N,8°03'50.69"E,43.18477,9.4835,44.24397,8.61951,43.82417,10.93095,42.10977,10.31231,42.52629,8.06408,LC81930302013254LGN00,LC81930302013254LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81930302013254LGN00
LC82020272013253LGN00, 202, 027, 202, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20130910105003_20130910111351.03,LT8BPF20130910104609_20130910111444.01,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/10,2013:253:11:01:30.7760100,2013:253:11:02:02.5460060,2015/03/22,9,22.58,45.16665002,156.09626964,5.473,5.16,-1,2,Y,LPGS_2.4.0,47°26'57.23"N,2°52'14.59"W,48°30'52.49"N,3°47'23.68"W,48°04'22.48"N,1°17'35.70"W,46°22'02.28"N,1°59'40.20"W,46°48'12.92"N,4°24'47.48"W,47.44923,-2.87072,48.51458,-3.78991,48.07291,-1.29325,46.3673,-1.9945,46.80359,-4.41319,LC82020272013253LGN00,LC82020272013253LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82020272013253LGN00
LC82020252013253LGN00, 202, 025, 202, 025,FULL,NADIR,NOMINAL,N/A,LO8BPF20130910105003_20130910111351.03,LT8BPF20130910104609_20130910111444.01,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/10,2013:253:11:00:43.0024080,2013:253:11:01:14.7724040,2015/03/12,9,21.86,42.79543073,158.42964687,6.793,5.069,-1,2,Y,LPGS_2.4.0,50°16'52.72"N,1°43'07.72"W,51°21'06.34"N,2°40'41.27"W,50°53'32.86"N,0°02'13.45"W,49°11'37.36"N,0°48'31.90"W,49°38'45.02"N,3°21'35.71"W,50.28131,-1.71881,51.35176,-2.67813,50.89246,-.03707,49.19371,-.80886,49.64584,-3.35992,LC82020252013253LGN00,LC82020252013253LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82020252013253LGN00
LC81950292013252LGN00, 195, 029, 195, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20130909100711_20130909104322.02,LT8BPF20130909100317_20130909104415.01,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/09,2013:252:10:19:03.2256190,2013:252:10:19:34.9956150,2015/03/19,9,4.83,47.82758467,153.34294074,3.985,4.625,-1,2,Y,LPGS_2.4.0,44°36'29.99"N,6°53'20.76"E,45°40'10.13"N,6°00'24.62"E,45°14'33.79"N,8°22'38.50"E,43°31'52.10"N,7°44'01.79"E,43°57'14.40"N,5°25'51.89"E,44.60833,6.8891,45.66948,6.00684,45.24272,8.37736,43.53114,7.73383,43.954,5.43108,LC81950292013252LGN00,LC81950292013252LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950292013252LGN00
LC81950282013252LGN00, 195, 028, 195, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130909100711_20130909104322.02,LT8BPF20130909100317_20130909104415.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/09,2013:252:10:18:39.3430540,2013:252:10:19:11.1130490,2015/02/28,9,15.91,46.67955598,154.59908343,4.637,4.838,-1,2,Y,LPGS_2.4.0,46°01'46.38"N,7°24'19.66"E,47°05'33.54"N,6°30'19.19"E,46°39'31.75"N,8°56'11.00"E,44°57'00.36"N,8°15'55.44"E,45°22'45.55"N,5°54'25.16"E,46.02955,7.40546,47.09265,6.50533,46.65882,8.93639,44.9501,8.2654,45.37932,5.90699,LC81950282013252LGN00,LC81950282013252LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950282013252LGN00
LC81990262013248LGN00, 199, 026, 199, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20130905103530_20130905111342.01,LT8BPF20130905103136_20130905111435.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/05,2013:248:10:42:35.8881060,2013:248:10:43:07.6581020,2014/11/08,9,.1,45.69249962,156.0006642,4.536,4.46,-1,2,Y,LPGS_2.4.0,48°51'59.40"N,2°19'33.10"E,49°56'03.62"N,1°23'13.06"E,49°29'02.87"N,3°57'12.49"E,47°46'54.66"N,3°13'07.14"E,48°13'32.99"N,0°44'09.10"E,48.8665,2.32586,49.93434,1.38696,49.48413,3.95347,47.78185,3.21865,48.22583,.73586,LC81990262013248LGN00,LC81990262013248LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990262013248LGN00
LC81990252013248LGN00, 199, 025, 199, 025,FULL,NADIR,NOMINAL,N/A,LO8BPF20130905103530_20130905111342.01,LT8BPF20130905103136_20130905111435.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/05,2013:248:10:42:12.0055410,2013:248:10:42:43.7755370,2014/11/13,9,.15,44.51932285,157.23039916,4.843,4.797,-1,2,Y,LPGS_2.4.0,50°16'52.07"N,2°54'54.68"E,51°21'05.80"N,1°57'21.13"E,50°53'31.88"N,4°35'49.45"E,49°11'36.60"N,3°49'30.58"E,49°38'44.66"N,1°16'26.11"E,50.28113,2.91519,51.35161,1.95587,50.89219,4.59707,49.1935,3.82516,49.64574,1.27392,LC81990252013248LGN00,LC81990252013248LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990252013248LGN00
LC81990292013248LGN00, 199, 029, 199, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20130905103530_20130905111342.01,LT8BPF20130905103136_20130905111435.01,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/05,2013:248:10:43:47.5485090,2013:248:10:44:19.3185050,2016/01/13,9,.03,49.12755696,152.12652842,2.991,2.924,679,3,Y,LPGS_2.6.0,44°36'30.28"N,0°42'29.56"E,45°40'10.70"N,0°10'27.95"W,45°14'33.40"N,2°11'49.38"E,43°31'52.10"N,1°33'12.10"E,43°57'15.34"N,0°45'01.22"W,44.60841,.70821,45.66964,-.17443,45.24261,2.19705,43.53114,1.55336,43.95426,-.75034,LC81990292013248LGN00,LC81990292013248LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990292013248LGN00
LC81990282013248LGN00, 199, 028, 199, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130905103530_20130905111342.01,LT8BPF20130905103136_20130905111435.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/05,2013:248:10:43:23.6617080,2013:248:10:43:55.4317040,2014/12/24,9,.01,47.99789786,153.45481189,5.365,5.322,-1,2,Y,LPGS_2.4.0,46°01'47.53"N,1°13'29.24"E,47°05'35.12"N,0°19'27.41"E,46°39'32.51"N,2°45'22.36"E,44°57'01.26"N,2°05'06.32"E,45°22'47.32"N,0°16'26.98"W,46.02987,1.22479,47.09309,.32428,46.65903,2.75621,44.95035,2.08509,45.37981,-.27416,LC81990282013248LGN00,LC81990282013248LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990282013248LGN00
LC81990312013248LGN00, 199, 031, 199, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20130905103530_20130905111342.01,LT8BPF20130905103136_20130905111435.01,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/05,2013:248:10:44:35.3263470,2013:248:10:45:07.0963420,2016/01/13,9,.52,51.33399637,149.3283121,4.064,4.704,588,3,Y,LPGS_2.6.0,41°45'35.24"N,0°16'02.32"W,42°49'03.47"N,1°07'00.80"W,42°24'10.80"N,1°08'43.44"E,40°41'11.33"N,0°32'57.77"E,41°05'54.24"N,1°39'13.72"W,41.75979,-.26731,42.81763,-1.11689,42.403,1.1454,40.68648,.54938,41.0984,-1.65381,LC81990312013248LGN00,LC81990312013248LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990312013248LGN00
