Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Full or Partial Scene,Nadir/Off Nadir,Data Category,TIRS SSM Model,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Date L1 Generated,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC81990292013344LGN00, 199, 029, 199, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20131210103751_20131210112427.03,LT8BPF20131210103357_20131210112520.02,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/10,2013:344:10:43:21.2788810,2013:344:10:43:53.0488770,2016/01/13,9,1.04,20.94761334,163.61878971,4.811,6.904,531,3,Y,LPGS_2.6.0,44°36'30.35"N,0°41'21.12"E,45°40'10.09"N,0°11'36.35"W,45°14'35.30"N,2°10'38.39"E,43°31'52.93"N,1°32'03.62"E,43°57'13.64"N,0°46'07.14"W,44.60843,.6892,45.66947,-.19343,45.24314,2.17733,43.53137,1.53434,43.95379,-.76865,LC81990292013344LGN00,LC81990292013344LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990292013344LGN00
LC81990242013344LGN00, 199, 024, 199, 024,FULL,NADIR,NOMINAL,N/A,LO8BPF20131210103751_20131210112427.03,LT8BPF20131210103357_20131210112520.02,L8CPF20131001_20131231.04,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/10,2013:344:10:41:21.8660560,2013:344:10:41:53.6360520,2014/02/11,9,10.54,14.50052519,166.41722914,6.415,7.556,-1,1,Y,LPGS_2.3.0,51°41'36.42"N,3°30'42.48"E,52°46'00.08"N,2°31'51.96"E,52°17'52.80"N,5°15'06.48"E,50°36'10.15"N,4°26'22.38"E,51°03'47.92"N,1°48'56.34"E,51.69345,3.5118,52.76669,2.5311,52.298,5.2518,50.60282,4.43955,51.06331,1.81565,LC81990242013344LGN00,LC81990242013344LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990242013344LGN00
LC81990272013344LGN00, 199, 027, 199, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20131210103751_20131210112427.03,LT8BPF20131210103357_20131210112520.02,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/10,2013:344:10:42:33.5137510,2013:344:10:43:05.2837470,2015/06/25,9,.46,18.37645015,164.71384361,5.265,7.249,326,2,Y,LPGS_2.5.1,47°26'57.23"N,1°44'34.01"E,48°30'51.95"N,0°49'24.89"E,48°04'24.24"N,3°19'10.70"E,46°22'02.75"N,2°37'08.51"E,46°48'11.16"N,0°12'03.28"E,47.44923,1.74278,48.51443,.82358,48.0734,3.31964,46.36743,2.61903,46.8031,.20091,LC81990272013344LGN00,LC81990272013344LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990272013344LGN00
LC81990252013344LGN00, 199, 025, 199, 025,FULL,NADIR,NOMINAL,N/A,LO8BPF20131210103751_20131210112427.03,LT8BPF20131210103357_20131210112520.02,L8CPF20131001_20131231.04,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/10,2013:344:10:41:45.7486210,2013:344:10:42:17.5186170,2014/02/06,9,.12,15.79475591,165.83702517,5.857,7.72,-1,1,Y,LPGS_2.3.0,50°16'52.46"N,2°53'36.02"E,51°21'05.40"N,1°56'02.54"E,50°53'34.37"N,4°34'27.80"E,49°11'37.79"N,3°48'11.88"E,49°38'43.08"N,1°15'10.44"E,50.28124,2.89334,51.3515,1.93404,50.89288,4.57439,49.19383,3.8033,49.6453,1.2529,LC81990252013344LGN00,LC81990252013344LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990252013344LGN00
LC82010262013342LGN00, 201, 026, 201, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20131208105014_20131208113650.01,LT8BPF20131208104620_20131208113743.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/08,2013:342:10:54:32.1147620,2013:342:10:55:03.8847580,2015/03/11,9,3.06,17.31029367,165.44946867,6.328,7.609,-1,2,Y,LPGS_2.4.0,48°51'58.54"N,0°47'08.34"W,49°56'01.90"N,1°43'27.41"W,49°29'04.24"N,0°50'27.56"E,47°46'54.44"N,0°06'25.02"E,48°13'29.82"N,2°22'28.70"W,48.86626,-.78565,49.93386,-1.72428,49.48451,.84099,47.78179,.10695,48.22495,-2.37464,LC82010262013342LGN00,LC82010262013342LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82010262013342LGN00
LC82010272013342LGN00, 201, 027, 201, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20131208105014_20131208113650.01,LT8BPF20131208104620_20131208113743.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/08,2013:342:10:54:55.9973270,2013:342:10:55:27.7673230,2015/03/22,9,.69,18.60202883,164.89135003,5.895,7.547,-1,2,Y,LPGS_2.4.0,47°26'56.54"N,1°20'51.11"W,48°30'51.19"N,2°15'59.62"W,48°04'23.74"N,0°13'45.08"E,46°22'02.10"N,0°28'17.15"W,46°48'10.33"N,2°53'21.34"W,47.44904,-1.34753,48.51422,-2.26656,48.07326,.22919,46.36725,-.47143,46.80287,-2.88926,LC82010272013342LGN00,LC82010272013342LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82010272013342LGN00
LC82010282013342LGN00, 201, 028, 201, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20131208105014_20131208113650.01,LT8BPF20131208104620_20131208113743.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/08,2013:342:10:55:19.8756560,2013:342:10:55:51.6456520,2015/03/11,9,.35,19.8908754,164.34030117,6.704,7.588,-1,2,Y,LPGS_2.4.0,46°01'47.64"N,1°53'06.58"W,47°05'34.48"N,2°47'08.23"W,46°39'34.52"N,0°21'16.06"W,44°57'02.05"N,1°01'29.42"W,45°22'45.52"N,3°23'00.10"W,46.0299,-1.88516,47.09291,-2.78562,46.65959,-.35446,44.95057,-1.02484,45.37931,-3.38336,LC82010282013342LGN00,LC82010282013342LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82010282013342LGN00
LC82010292013342LGN00, 201, 029, 201, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20131208105014_20131208113650.01,LT8BPF20131208104620_20131208113743.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/08,2013:342:10:55:43.7624570,2013:342:10:56:15.5324530,2015/03/22,9,3.61,21.17732143,163.79312473,5.994,8.176,-1,2,Y,LPGS_2.4.0,44°36'29.63"N,2°24'03.96"W,45°40'09.41"N,3°17'01.54"W,45°14'34.73"N,0°54'46.73"W,43°31'52.14"N,1°33'21.49"W,43°57'12.85"N,3°51'32.33"W,44.60823,-2.4011,45.66928,-3.28376,45.24298,-.91298,43.53115,-1.55597,43.95357,-3.85898,LC82010292013342LGN00,LC82010292013342LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82010292013342LGN00
LC82030262013340LGN00, 203, 026, 203, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20131206110411_20131206114848.01,LT8BPF20131206110017_20131206114941.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/06,2013:340:11:06:54.2889220,2013:340:11:07:26.0589180,2015/03/22,9,6.12,17.56147529,165.61811,6.103,7.177,-1,2,Y,LPGS_2.4.0,48°51'57.89"N,3°52'25.61"W,49°56'01.21"N,4°48'43.52"W,49°29'03.80"N,2°14'50.60"W,47°46'53.83"N,2°58'53.29"W,48°13'28.88"N,5°27'45.04"W,48.86608,-3.87378,49.93367,-4.81209,49.48439,-2.24739,47.78162,-2.98147,48.22469,-5.46251,LC82030262013340LGN00,LC82030262013340LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82030262013340LGN00
LC81960312013339LGN00, 196, 031, 196, 031,FULL,NADIR,NOMINAL,ACTUAL,LO8BPF20131205101920_20131205110556.02,LT8BPF20131205101526_20131205110649.02,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2013/12/05,2013:339:10:25:38.2335890,2013:339:10:26:10.0035850,2016/06/27,9,10.12,24.14613291,162.93535406,0,0,-1,4,Y,LPGS_2.6.2,41°45'34.31"N,4°21'11.70"E,42°49'01.56"N,3°30'17.93"E,42°24'12.89"N,5°45'50.83"E,40°41'11.36"N,5°10'07.10"E,41°05'50.32"N,2°58'06.64"E,41.75953,4.35325,42.8171,3.50498,42.40358,5.76412,40.68649,5.16864,41.09731,2.96851,LC81960312013339LGN00,LC81960312013339LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960312013339LGN00
LC81960302013339LGN00, 196, 030, 196, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20131205101920_20131205110556.02,LT8BPF20131205101526_20131205110649.02,L8CPF20131001_20131231.04,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/05,2013:339:10:25:14.3510240,2013:339:10:25:46.1210200,2014/02/17,9,3,22.86359637,163.48563269,5.51,6.795,-1,1,Y,LPGS_2.3.0,43°11'04.52"N,4°49'52.79"E,44°14'37.64"N,3°57'59.36"E,43°49'27.08"N,6°16'45.12"E,42°06'34.60"N,5°39'39.96"E,42°31'33.42"N,3°24'41.76"E,43.18459,4.83133,44.24379,3.96649,43.82419,6.2792,42.10961,5.6611,42.52595,3.4116,LC81960302013339LGN00,LC81960302013339LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960302013339LGN00
LC81980252013337LGN00, 198, 025, 198, 025,FULL,NADIR,NOMINAL,N/A,LO8BPF20131203103142_20131203111818.01,LT8BPF20131203102748_20131203111911.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/03,2013:337:10:35:36.7393940,2013:337:10:36:08.5093900,2015/04/24,9,2.76,16.69478168,166.42592626,5.834,7.148,340,2,Y,LPGS_2.5.0,50°16'52.43"N,4°26'46.25"E,51°21'05.54"N,3°29'14.17"E,50°53'34.62"N,6°07'37.24"E,49°11'37.54"N,5°21'20.81"E,49°38'42.72"N,2°48'21.53"E,50.28123,4.44618,51.35154,3.48727,50.89295,6.12701,49.19376,5.35578,49.6452,2.80598,LC81980252013337LGN00,LC81980252013337LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81980252013337LGN00
LC81980282013337LGN00, 198, 028, 198, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20131203103142_20131203111818.01,LT8BPF20131203102748_20131203111911.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/03,2013:337:10:36:48.3870890,2013:337:10:37:20.1570850,2015/04/01,9,2.22,20.58354539,164.73090831,5.243,7.682,-1,2,Y,LPGS_2.4.0,46°01'46.74"N,2°45'27.50"E,47°05'33.65"N,1°51'27.58"E,46°39'33.91"N,4°17'16.84"E,44°57'01.08"N,3°37'02.89"E,45°22'44.33"N,1°15'35.06"E,46.02965,2.75764,47.09268,1.85766,46.65942,4.28801,44.9503,3.61747,45.37898,1.25974,LC81980282013337LGN00,LC81980282013337LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81980282013337LGN00
LC81980272013337LGN00, 198, 027, 198, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20131203103142_20131203111818.01,LT8BPF20131203102748_20131203111911.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/03,2013:337:10:36:24.5045240,2013:337:10:36:56.2745200,2015/06/09,9,1.86,19.28989571,165.28798003,5.636,7.84,343,2,Y,LPGS_2.5.1,47°26'56.69"N,3°17'43.58"E,48°30'51.59"N,2°22'35.83"E,48°04'24.02"N,4°52'19.38"E,46°22'02.06"N,4°10'16.72"E,46°48'10.37"N,1°45'13.64"E,47.44908,3.29544,48.51433,2.37662,48.07334,4.87205,46.36724,4.17131,46.80288,1.75379,LC81980272013337LGN00,LC81980272013337LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81980272013337LGN00
LC81980312013337LGN00, 198, 031, 198, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20131203103142_20131203111818.01,LT8BPF20131203102748_20131203111911.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/03,2013:337:10:38:00.0347840,2013:337:10:38:31.8047800,2015/05/05,9,6.16,24.44602562,163.07263411,4.866,6.836,450,2,Y,LPGS_2.5.0,41°45'35.35"N,1°16'02.42"E,42°49'03.04"N,0°25'06.42"E,42°24'13.28"N,2°40'44.11"E,40°41'12.05"N,2°05'00.28"E,41°05'52.08"N,0°07'04.91"W,41.75982,1.26734,42.81751,.41845,42.40369,2.67892,40.68668,2.08341,41.0978,-.11803,LC81980312013337LGN00,LC81980312013337LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81980312013337LGN00
LC81980262013337LGN00, 198, 026, 198, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20131203103142_20131203111818.01,LT8BPF20131203102748_20131203111911.01,L8CPF20131001_20131231.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/03,2013:337:10:36:00.6219590,2013:337:10:36:32.3919550,2015/01/04,9,2.5,17.99356554,165.8519209,5.635,7.963,-1,2,Y,LPGS_2.4.0,48°51'58.82"N,3°51'26.64"E,49°56'02.36"N,2°55'08.44"E,49°29'04.56"N,5°29'02.51"E,47°46'54.55"N,4°44'59.50"E,48°13'30.04"N,2°16'06.67"E,48.86634,3.8574,49.93399,2.91901,49.4846,5.48403,47.78182,4.74986,48.22501,2.26852,LC81980262013337LGN00,LC81980262013337LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81980262013337LGN00
LC81970272013330LGN00, 197, 027, 197, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20131126102530_20131126111206.01,LT8BPF20131126102136_20131126111259.02,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/11/26,2013:330:10:30:12.6905480,2013:330:10:30:44.4605440,2015/07/06,9,8.78,20.52193631,165.69054562,5.638,7.611,277,2,Y,LPGS_2.5.1,47°26'57.73"N,4°51'23.72"E,48°30'52.63"N,3°56'17.59"E,48°04'25.57"N,6°25'58.19"E,46°22'03.14"N,5°43'55.27"E,46°48'10.94"N,3°18'55.15"E,47.44937,4.85659,48.51462,3.93822,48.07377,6.43283,46.36754,5.73202,46.80304,3.31532,LC81970272013330LGN00,LC81970272013330LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970272013330LGN00
LC82020262013317LGN00, 202, 026, 202, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20131113105607_20131113113843.01,LT8BPF20131113105213_20131113113936.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/11/13,2013:317:11:00:49.5190260,2013:317:11:01:21.2890220,2015/03/22,9,3.71,22.2426245,166.52129768,5.973,7.533,-1,2,Y,LPGS_2.4.0,48°51'58.82"N,2°18'38.34"W,49°56'02.51"N,3°14'53.12"W,49°29'05.24"N,0°41'04.96"W,47°46'54.41"N,1°25'09.01"W,48°13'29.28"N,3°53'56.04"W,48.86634,-2.31065,49.93403,-3.24809,49.48479,-.68471,47.78178,-1.41917,48.2248,-3.8989,LC82020262013317LGN00,LC82020262013317LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82020262013317LGN00
LC82020272013317LGN00, 202, 027, 202, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20131113105607_20131113113843.01,LT8BPF20131113105213_20131113113936.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/11/13,2013:317:11:01:13.3973540,2013:317:11:01:45.1673500,2015/03/22,9,4.66,23.5460366,165.90793,5.561,7.081,-1,2,Y,LPGS_2.4.0,47°26'57.19"N,2°52'21.83"W,48°30'52.34"N,3°47'26.45"W,48°04'25.25"N,1°17'48.08"W,46°22'02.42"N,1°59'51.72"W,46°48'10.22"N,4°24'49.61"W,47.44922,-2.87273,48.51454,-3.79068,48.07368,-1.29669,46.36734,-1.9977,46.80284,-4.41378,LC82020272013317LGN00,LC82020272013317LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82020272013317LGN00
