Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Full or Partial Scene,Nadir/Off Nadir,Data Category,TIRS SSM Model,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Date L1 Generated,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC82010292015348LGN00, 201, 029, 201, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20151214104842_20151214113233.01,LT8BPF20151211180214_20151225175916.04,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/12/14,2015:348:10:54:14.9010300,2015:348:10:54:46.6710260,2016/01/27,9,10.54,20.35817472,162.99739567,5.47,11.774,17,3,Y,LPGS_2.6.0,44°36'29.88"N,2°21'42.12"W,45°40'10.63"N,3°14'37.14"W,45°14'33.76"N,0°52'24.13"W,43°31'51.46"N,1°31'02.21"W,43°57'14.22"N,3°49'11.17"W,44.6083,-2.3617,45.66962,-3.24365,45.24271,-.87337,43.53096,-1.51728,43.95395,-3.81977,LC82010292015348LGN00,LC82010292015348LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82010292015348LGN00
LC81960292015345LGN00, 196, 029, 196, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20151211101747_20151211110426.01,LT8BPF20151126105640_20151211174838.04,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/12/11,2015:345:10:23:19.8788800,2015:345:10:23:51.6488770,2016/01/31,9,8.67,20.64352778,163.2859836,4.759,6.687,495,3,Y,LPGS_2.6.0,44°36'30.17"N,5°22'09.37"E,45°40'10.70"N,4°29'16.37"E,45°14'34.26"N,6°51'25.92"E,43°31'51.74"N,6°12'47.56"E,43°57'14.08"N,3°54'41.94"E,44.60838,5.36927,45.66964,4.48788,45.24285,6.8572,43.53104,6.21321,43.95391,3.91165,LC81960292015345LGN00,LC81960292015345LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960292015345LGN00
LC82000262015341LGN00, 200, 026, 200, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20151207104231_20151207112622.01,LT8BPF20151126105640_20151211174838.04,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/12/07,2015:341:10:46:52.4129380,2015:341:10:47:24.1829340,2016/01/30,9,5.2,17.25633067,165.28401544,5.318,7.258,189,3,Y,LPGS_2.6.0,48°51'58.07"N,0°48'14.33"E,49°56'02.62"N,0°08'01.57"W,49°29'02.15"N,2°25'51.71"E,47°46'52.75"N,1°41'44.74"E,48°13'30.76"N,0°47'07.26"W,48.86613,.80398,49.93406,-.13377,49.48393,2.43103,47.78132,1.69576,48.22521,-.78535,LC82000262015341LGN00,LC82000262015341LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82000262015341LGN00
LC82000272015341LGN00, 200, 027, 200, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20151207104231_20151207112622.01,LT8BPF20151126105640_20151211174838.04,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/12/07,2015:341:10:47:16.2955030,2015:341:10:47:48.0655000,2016/01/30,9,.72,18.54521258,164.72386106,5.839,7.759,312,3,Y,LPGS_2.6.0,47°26'56.40"N,0°14'28.07"E,48°30'52.16"N,0°40'37.34"W,48°04'22.12"N,1°49'05.27"E,46°22'00.80"N,1°06'58.82"E,46°48'11.56"N,1°18'03.20"W,47.449,.24113,48.51449,-.67704,48.07281,1.81813,46.36689,1.11634,46.80321,-1.30089,LC82000272015341LGN00,LC82000272015341LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82000272015341LGN00
LC82000282015341LGN00, 200, 028, 200, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20151207104231_20151207112622.01,LT8BPF20151126105640_20151211174838.04,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/12/07,2015:341:10:47:40.1738330,2015:341:10:48:11.9438290,2016/01/30,9,.51,19.83167407,164.17073399,5.914,7.054,330,3,Y,LPGS_2.6.0,46°01'47.60"N,0°17'50.71"W,47°05'35.81"N,1°11'49.06"W,46°39'33.41"N,1°14'00.42"E,44°57'01.01"N,0°33'43.02"E,45°22'46.78"N,1°47'44.92"W,46.02989,-.29742,47.09328,-1.19696,46.65928,1.23345,44.95028,.56195,45.37966,-1.79581,LC82000282015341LGN00,LC82000282015341LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82000282015341LGN00
LC82000292015341LGN00, 200, 029, 200, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20151207104231_20151207112622.01,LT8BPF20151126105640_20151211174838.04,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/12/07,2015:341:10:48:04.0648700,2015:341:10:48:35.8348660,2016/01/30,9,.25,21.11626492,163.62130358,5.329,6.904,222,3,Y,LPGS_2.6.0,44°36'29.09"N,0°48'51.80"W,45°40'09.91"N,1°41'45.85"W,45°14'32.89"N,0°40'25.90"E,43°31'50.56"N,0°01'47.32"E,43°57'13.43"N,2°16'20.50"W,44.60808,-.81439,45.66942,-1.69607,45.24247,.67386,43.53071,.02981,43.95373,-2.27236,LC82000292015341LGN00,LC82000292015341LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82000292015341LGN00
LC81970282015336LGN00, 197, 028, 197, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20151202102336_20151202110727.01,LT8BPF20151126105640_20151211174838.04,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/12/02,2015:336:10:29:08.9034850,2015:336:10:29:40.6734820,2016/01/29,9,4.59,20.57212294,164.5189009,5.154,7.457,370,3,Y,LPGS_2.6.0,46°01'46.34"N,4°19'52.90"E,47°05'34.19"N,3°25'55.67"E,46°39'32.36"N,5°51'42.80"E,44°56'59.89"N,5°11'25.58"E,45°22'45.08"N,2°49'59.92"E,46.02954,4.33136,47.09283,3.43213,46.65899,5.86189,44.94997,5.19044,45.37919,2.83331,LC81970282015336LGN00,LC81970282015336LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970282015336LGN00
LC81970292015336LGN00, 197, 029, 197, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20151202102336_20151202110727.01,LT8BPF20151126105640_20151211174838.04,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/12/02,2015:336:10:29:32.7818140,2015:336:10:30:04.5518110,2016/01/29,9,3.46,21.86012246,163.96283012,4.614,6.72,514,3,Y,LPGS_2.6.0,44°36'30.42"N,3°48'53.10"E,45°40'11.14"N,2°55'59.81"E,45°14'34.62"N,5°18'09.68"E,43°31'52.03"N,4°39'31.21"E,43°57'14.44"N,2°21'25.31"E,44.60845,3.81475,45.66976,2.93328,45.24295,5.30269,43.53112,4.65867,43.95401,2.35703,LC81970292015336LGN00,LC81970292015336LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970292015336LGN00
LC81990312015334LGN00, 199, 031, 199, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20151130103557_20151130112013.01,LT8BPF20151126105640_20151211174838.04,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/30,2015:334:10:42:42.4516790,2015:334:10:43:14.2216760,2016/01/29,9,1.31,24.77111683,162.95323953,4.895,6.697,555,3,Y,LPGS_2.6.0,41°45'35.24"N,0°15'07.92"W,42°49'04.01"N,1°06'03.31"W,42°24'11.74"N,1°09'35.75"E,40°41'11.00"N,0°33'48.92"E,41°05'53.48"N,1°38'17.41"W,41.75979,-.2522,42.81778,-1.10092,42.40326,1.15993,40.68639,.56359,41.09819,-1.63817,LC81990312015334LGN00,LC81990312015334LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990312015334LGN00
LC81990302015334LGN00, 199, 030, 199, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20151130103557_20151130112013.01,LT8BPF20151126105640_20151211174838.04,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/30,2015:334:10:42:18.5691140,2015:334:10:42:50.3391110,2016/01/29,9,1.38,23.48743627,163.51360389,5.423,7.566,356,3,Y,LPGS_2.6.0,43°11'05.21"N,0°13'35.94"E,44°14'39.59"N,0°38'17.63"W,43°49'25.82"N,1°40'31.73"E,42°06'34.09"N,1°03'23.08"E,42°31'35.98"N,1°11'38.47"W,43.18478,.22665,44.24433,-.63823,43.82384,1.67548,42.10947,1.05641,42.52666,-1.19402,LC81990302015334LGN00,LC81990302015334LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990302015334LGN00
LC81920322015333LGN00, 192, 032, 192, 032,FULL,NADIR,NOMINAL,N/A,LO8BPF20151129095242_20151129104009.02,LT8BPF20151126105640_20151211174838.04,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/29,2015:333:09:59:50.7419010,2015:333:10:00:22.5118970,2016/02/03,9,2.3,26.23920047,162.43234781,5.227,6.955,353,3,Y,LPGS_2.6.0,40°19'57.07"N,10°06'00.22"E,41°23'20.76"N,9°15'58.36"E,40°58'47.60"N,11°28'42.89"E,39°15'38.95"N,10°54'10.91"E,39°40'04.22"N,8°44'45.17"E,40.33252,10.10006,41.3891,9.26621,40.97989,11.47858,39.26082,10.90303,39.66784,8.74588,LC81920322015333LGN00,LC81920322015333LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81920322015333LGN00
LC82010272015332LGN00, 201, 027, 201, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20151128104819_20151128113234.02,LT8BPF20151126105640_20151211174838.04,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/28,2015:332:10:53:28.6776820,2015:332:10:54:00.4476780,2016/02/03,9,5.36,19.98119485,165.2980809,6.202,7.52,341,3,Y,LPGS_2.6.0,47°26'56.15"N,1°18'39.38"W,48°30'52.02"N,2°13'44.76"W,48°04'21.90"N,0°15'57.85"E,46°22'00.66"N,0°26'08.59"W,46°48'11.38"N,2°51'10.62"W,47.44893,-1.31094,48.51445,-2.2291,48.07275,.26607,46.36685,-.43572,46.80316,-2.85295,LC82010272015332LGN00,LC82010272015332LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82010272015332LGN00
LC81940292015331LGN01, 194, 029, 194, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20151127100504_20151127114357.02,LT8BPF20151126105640_20151211174838.04,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/27,2015:331:10:11:00.7954190,2015:331:10:11:32.5654150,2016/02/03,9,2.08,22.76274189,164.20898864,4.634,6.575,498,3,Y,LPGS_2.6.0,44°36'30.24"N,8°26'56.58"E,45°40'10.81"N,7°34'04.58"E,45°14'34.48"N,9°56'12.34"E,43°31'51.82"N,9°17'33.76"E,43°57'13.97"N,6°59'29.87"E,44.6084,8.44905,45.66967,7.56794,45.24291,9.93676,43.53106,9.29271,43.95388,6.99163,LC81940292015331LGN01,LC81940292015331LGN01,http://earthexplorer.usgs.gov/download/options/4923/LC81940292015331LGN01
LC81940282015331LGN01, 194, 028, 194, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20151127100504_20151127114357.02,LT8BPF20151126105640_20151211174838.04,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/27,2015:331:10:10:36.9086170,2015:331:10:11:08.6786140,2016/02/03,9,6.08,21.47142809,164.77519409,5.186,6.468,353,3,Y,LPGS_2.6.0,46°01'47.82"N,8°57'57.28"E,47°05'35.63"N,8°04'00.88"E,46°39'33.88"N,10°29'46.72"E,44°57'01.40"N,9°49'29.21"E,45°22'46.56"N,7°28'04.84"E,46.02995,8.96591,47.09323,8.06691,46.65941,10.49631,44.95039,9.82478,45.3796,7.46801,LC81940282015331LGN01,LC81940282015331LGN01,http://earthexplorer.usgs.gov/download/options/4923/LC81940282015331LGN01
LC81980312015327LGN00, 198, 031, 198, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20151123102923_20151123111402.01,LT8BPF20151113130336_20151126083607.05,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/23,2015:327:10:36:31.6285370,2015:327:10:37:03.3985340,2016/02/02,9,4.91,26.16162483,163.17590547,4.695,6.831,504,3,Y,LPGS_2.6.0,41°45'35.03"N,1°17'38.87"E,42°49'03.79"N,0°26'44.84"E,42°24'11.52"N,2°42'21.67"E,40°41'10.72"N,2°06'34.38"E,41°05'53.20"N,0°05'29.76"W,41.75973,1.29413,42.81772,.44579,42.4032,2.70602,40.68631,2.10955,41.09811,-.0916,LC81980312015327LGN00,LC81980312015327LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81980312015327LGN00
LC81950302015322LGN00, 195, 030, 195, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20151118101026_20151118105816.01,LT8BPF20151113130336_20151126083607.05,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/18,2015:322:10:17:34.3106160,2015:322:10:18:06.0806130,2016/01/31,9,8.07,26.0333683,163.78833438,3.826,5.615,562,3,Y,LPGS_2.6.0,43°11'05.68"N,6°24'35.53"E,44°14'39.66"N,5°32'46.43"E,43°49'27.26"N,7°51'27.36"E,42°06'34.85"N,7°14'18.38"E,42°31'35.44"N,4°59'25.04"E,43.18491,6.40987,44.24435,5.54623,43.82424,7.8576,42.10968,7.23844,42.52651,4.99029,LC81950302015322LGN00,LC81950302015322LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950302015322LGN00
LC81950292015322LGN00, 195, 029, 195, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20151118101026_20151118105816.01,LT8BPF20151113130336_20151126083607.05,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/18,2015:322:10:17:10.4280510,2015:322:10:17:42.1980470,2016/01/31,9,10.24,24.74331398,164.37990207,4.438,6.199,591,3,Y,LPGS_2.6.0,44°36'29.12"N,6°54'24.55"E,45°40'09.88"N,6°01'31.91"E,45°14'33.36"N,8°23'40.67"E,43°31'50.74"N,7°45'01.94"E,43°57'13.18"N,5°26'57.12"E,44.60809,6.90682,45.66941,6.02553,45.2426,8.39463,43.53076,7.75054,43.95366,5.4492,LC81950292015322LGN00,LC81950292015322LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950292015322LGN00
LC81970312015320LGN00, 197, 031, 197, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20151116102246_20151116110749.01,LT8BPF20151113130336_20151126083607.05,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/16,2015:320:10:30:19.1742870,2015:320:10:30:50.9442830,2016/01/31,9,4.15,27.8158207,163.16818465,4.253,6.312,340,3,Y,LPGS_2.6.0,41°45'33.77"N,2°50'35.84"E,42°49'02.42"N,1°59'41.89"E,42°24'10.37"N,4°15'18.47"E,40°41'09.56"N,3°39'31.36"E,41°05'51.83"N,1°27'27.43"E,41.75938,2.84329,42.81734,1.99497,42.40288,4.25513,40.68599,3.65871,41.09773,1.45762,LC81970312015320LGN00,LC81970312015320LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970312015320LGN00
LC81980312015311LGN00, 198, 031, 198, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20151107102809_20151107111400.01,LT8BPF20151029161821_20151113130336.01,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/07,2015:311:10:36:29.4679070,2015:311:10:37:01.2379040,2016/02/05,9,10.15,30.26923605,162.80203444,4.499,6.458,527,3,Y,LPGS_2.6.0,41°45'34.56"N,1°17'56.80"E,42°49'03.40"N,0°27'03.10"E,42°24'10.91"N,2°42'39.85"E,40°41'10.28"N,2°06'52.24"E,41°05'52.94"N,0°05'11.90"W,41.7596,1.29911,42.81761,.45086,42.40303,2.71107,40.68619,2.11451,41.09804,-.08664,LC81980312015311LGN00,LC81980312015311LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81980312015311LGN00
