Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Full or Partial Scene,Nadir/Off Nadir,Data Category,TIRS SSM Model,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Date L1 Generated,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Browse Link
LC81120382015125LGN00, 112, 038, 112, 038,FULL,NADIR,NOMINAL,N/A,LO8BPF20150505013457_20150505020621.01,LT8BPF20150505013103_20150505020714.01,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/05,2015:125:01:46:49.0969580,2015:125:01:47:20.8669540,2015/05/04,9,3.26,65.15862229,124.00663487,4.703,3.983,482,2,Y,LPGS_2.5.0,31°44'31.38"N,131°09'51.23"E,32°47'32.89"N,130°24'18.72"E,32°24'30.67"N,132°23'03.01"E,30°40'41.92"N,131°54'08.46"E,31°03'44.50"N,129°57'36.61"E,31.74205,131.16423,32.79247,130.4052,32.40852,132.38417,30.67831,131.90235,31.06236,129.96017,LC81120382015125LGN00,LC81120382015125LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81120382015125LGN00
LC81120372015125LGN00, 112, 037, 112, 037,FULL,NADIR,NOMINAL,N/A,LO8BPF20150505013457_20150505020621.01,LT8BPF20150505013103_20150505020714.01,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/05,2015:125:01:46:25.2101570,2015:125:01:46:56.9801530,2015/05/04,9,.06,64.52440994,126.95225565,4.987,3.896,648,2,Y,LPGS_2.5.0,33°10'36.91"N,131°33'11.63"E,34°13'40.98"N,130°46'59.74"E,33°50'27.10"N,132°47'41.96"E,32°06'43.85"N,132°18'03.06"E,32°29'56.94"N,130°19'42.67"E,33.17692,131.55323,34.22805,130.78326,33.84086,132.79499,32.11218,132.30085,32.49915,130.32852,LC81120372015125LGN00,LC81120372015125LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81120372015125LGN00
LC81120362015125LGN00, 112, 036, 112, 036,FULL,NADIR,NOMINAL,N/A,LO8BPF20150505013457_20150505020621.01,LT8BPF20150505013103_20150505020714.01,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/05,2015:125:01:46:01.3233560,2015:125:01:46:33.0933520,2015/05/04,9,.03,63.82902636,129.76126667,4.926,4.661,653,2,Y,LPGS_2.5.0,34°36'38.45"N,131°57'06.44"E,35°39'45.43"N,131°10'13.30"E,35°16'19.06"N,133°13'00.91"E,33°32'41.46"N,132°42'33.84"E,33°56'05.89"N,130°42'18.11"E,34.61068,131.95179,35.66262,131.17036,35.27196,133.21692,33.54485,132.7094,33.93497,130.70503,LC81120362015125LGN00,LC81120362015125LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81120362015125LGN00
LC81070342015122LGN00, 107, 034, 107, 034,FULL,NADIR,NOMINAL,N/A,LO8BPF20150502010406_20150502013530.01,LT8BPF20150502010013_20150502013623.01,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/02,2015:122:01:14:22.8989420,2015:122:01:14:54.6689390,2015/05/01,9,1.44,61.51164185,135.94766613,3.786,3.72,369,2,Y,LPGS_2.5.0,37°28'27.37"N,140°30'08.50"E,38°31'41.12"N,139°41'46.57"E,38°07'46.45"N,141°49'09.77"E,36°24'21.28"N,141°16'52.90"E,36°48'11.30"N,139°12'23.44"E,37.47427,140.50236,38.52809,139.69627,38.12957,141.81938,36.40591,141.28136,36.80314,139.20651,LC81070342015122LGN00,LC81070342015122LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070342015122LGN00
LC81070292015122LGN00, 107, 029, 107, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20150502010406_20150502013530.01,LT8BPF20150502010013_20150502013623.01,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/02,2015:122:01:12:23.4903540,2015:122:01:12:55.2603500,2015/05/01,9,5.76,56.79224382,146.43895603,5.386,6.032,510,2,Y,LPGS_2.5.0,44°36'29.45"N,142°48'57.49"E,45°40'08.90"N,141°56'01.68"E,45°14'36.82"N,144°18'11.20"E,43°31'52.46"N,143°39'38.23"E,43°57'10.51"N,141°21'32.80"E,44.60818,142.81597,45.66914,141.9338,45.24356,144.30311,43.53124,143.66062,43.95292,141.35911,LC81070292015122LGN00,LC81070292015122LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070292015122LGN00
LC81070312015122LGN00, 107, 031, 107, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20150502010406_20150502013530.01,LT8BPF20150502010013_20150502013623.01,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/02,2015:122:01:13:11.2512480,2015:122:01:13:43.0212440,2015/05/01,9,.62,58.78465013,142.55209627,4.943,4.332,443,2,Y,LPGS_2.5.0,41°45'34.24"N,141°50'34.08"E,42°49'01.81"N,140°59'36.60"E,42°24'13.79"N,143°15'15.16"E,40°41'11.15"N,142°39'33.41"E,41°05'49.49"N,140°27'27.72"E,41.75951,141.8428,42.81717,140.9935,42.40383,143.25421,40.68643,142.65928,41.09708,140.4577,LC81070312015122LGN00,LC81070312015122LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070312015122LGN00
LC81070352015122LGN00, 107, 035, 107, 035,FULL,NADIR,NOMINAL,N/A,LO8BPF20150502010406_20150502013530.01,LT8BPF20150502010013_20150502013623.01,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/02,2015:122:01:14:46.7772710,2015:122:01:15:18.5472670,2015/05/01,9,2.17,62.33635111,133.51032791,4.079,5.608,408,2,Y,LPGS_2.5.0,36°02'36.10"N,140°04'55.49"E,37°05'46.10"N,139°17'20.26"E,36°42'06.48"N,141°22'19.16"E,34°58'34.68"N,140°50'59.28"E,35°22'11.14"N,138°48'42.80"E,36.04336,140.08208,37.09614,139.28896,36.7018,141.37199,34.9763,140.8498,35.36976,138.81189,LC81070352015122LGN00,LC81070352015122LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070352015122LGN00
LC81070332015122LGN00, 107, 033, 107, 033,FULL,NADIR,NOMINAL,N/A,LO8BPF20150502010406_20150502013530.01,LT8BPF20150502010013_20150502013623.01,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/02,2015:122:01:13:59.0079050,2015:122:01:14:30.7779020,2015/05/01,9,1.46,60.6418503,138.26355513,4.538,4.313,496,2,Y,LPGS_2.5.0,38°54'16.56"N,140°56'07.08"E,39°57'34.31"N,140°06'57.20"E,39°33'23.76"N,142°16'52.32"E,37°50'05.50"N,141°43'33.10"E,38°14'09.85"N,139°36'43.81"E,38.9046,140.9353,39.95953,140.11589,39.5566,142.2812,37.83486,141.72586,38.23607,139.61217,LC81070332015122LGN00,LC81070332015122LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070332015122LGN00
LC81070372015122LGN00, 107, 037, 107, 037,FULL,NADIR,NOMINAL,N/A,LO8BPF20150502010406_20150502013530.01,LT8BPF20150502010013_20150502013623.01,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2015/05/02,2015:122:01:15:34.5508730,2015:122:01:16:06.3208690,2015/05/01,9,5.26,63.83530829,128.24627928,0,0,-1,-1,Y,LPGS_2.5.0,33°10'36.88"N,139°16'27.80"E,34°13'40.66"N,138°30'18.36"E,33°50'27.42"N,140°30'56.30"E,32°06'43.74"N,140°01'17.08"E,32°29'56.26"N,138°03'00.90"E,33.17691,139.27439,34.22796,138.5051,33.84095,140.51564,32.11215,140.02141,32.49896,138.05025,LC81070372015122LGN00,LC81070372015122LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070372015122LGN00
LC81070322015122LGN00, 107, 032, 107, 032,FULL,NADIR,NOMINAL,N/A,LO8BPF20150502010406_20150502013530.01,LT8BPF20150502010013_20150502013623.01,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/02,2015:122:01:13:35.1295760,2015:122:01:14:06.8995730,2015/05/01,9,.67,59.7317906,140.4621749,5.391,4.216,514,2,Y,LPGS_2.5.0,40°19'58.08"N,141°22'53.83"E,41°23'20.44"N,140°32'51.65"E,40°58'52.00"N,142°45'32.47"E,39°15'41.33"N,142°11'05.10"E,39°40'01.92"N,140°01'43.10"E,40.3328,141.38162,41.38901,140.54768,40.98111,142.75902,39.26148,142.18475,39.6672,140.02864,LC81070322015122LGN00,LC81070322015122LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070322015122LGN00
LC81070302015122LGN00, 107, 030, 107, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20150502010406_20150502013530.01,LT8BPF20150502010013_20150502013623.01,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/02,2015:122:01:12:47.3729190,2015:122:01:13:19.1429150,2015/05/01,9,2.62,57.80385288,144.54153121,4.742,5.091,597,2,Y,LPGS_2.5.0,43°11'04.56"N,142°19'13.40"E,44°14'37.64"N,141°27'18.22"E,43°49'28.56"N,143°46'05.38"E,42°06'34.81"N,143°09'02.05"E,42°31'32.12"N,140°54'02.74"E,43.1846,142.32039,44.24379,141.45506,43.8246,143.76816,42.10967,143.15057,42.52559,140.90076,LC81070302015122LGN00,LC81070302015122LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070302015122LGN00
LC81070362015122LGN00, 107, 036, 107, 036,FULL,NADIR,NOMINAL,N/A,LO8BPF20150502010406_20150502013530.01,LT8BPF20150502010013_20150502013623.01,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/02,2015:122:01:15:10.6598360,2015:122:01:15:42.4298320,2015/05/01,9,2.32,63.11241121,130.94453039,5.028,6.395,276,2,Y,LPGS_2.5.0,34°36'39.24"N,139°40'23.23"E,35°39'46.30"N,138°53'31.99"E,35°16'20.46"N,140°56'15.90"E,33°32'42.36"N,140°25'48.61"E,33°56'06.29"N,138°25'36.44"E,34.6109,139.67312,35.66286,138.89222,35.27235,140.93775,33.5451,140.43017,33.93508,138.42679,LC81070362015122LGN00,LC81070362015122LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070362015122LGN00
