Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Full or Partial Scene,Nadir/Off Nadir,Data Category,TIRS SSM Model,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Date L1 Generated,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC81950282015114LGN00, 195, 028, 195, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20150424100430_20150424104017.01,LT8BPF20150424100036_20150424104110.01,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/04/24,2015:114:10:15:58.5065150,2015:114:10:16:30.2765110,2015/04/24,9,5.63,53.42504885,149.38426606,4.61,4.162,484,2,Y,LPGS_2.5.0,46°01'47.68"N,7°21'36.65"E,47°05'33.65"N,6°27'36.94"E,46°39'36.43"N,8°53'23.32"E,44°57'02.66"N,8°13'12.00"E,45°22'43.39"N,5°51'47.23"E,46.02991,7.36018,47.09268,6.46026,46.66012,8.88981,44.95074,8.22,45.37872,5.86312,LC81950282015114LGN00,LC81950282015114LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950282015114LGN00
LC81950282015098LGN00, 195, 028, 195, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20150408100433_20150408104931.01,LT8BPF20150408100039_20150408105024.01,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/04/08,2015:098:10:16:01.0830830,2015:098:10:16:32.8530790,2015/04/08,9,4.52,47.98214833,151.11417118,4.889,5.692,-1,2,Y,LPGS_2.4.0,46°01'46.92"N,7°23'46.10"E,47°05'33.14"N,6°29'45.85"E,46°39'35.35"N,8°55'33.46"E,44°57'01.94"N,8°15'21.85"E,45°22'43.25"N,5°53'55.86"E,46.0297,7.39614,47.09254,6.49607,46.65982,8.92596,44.95054,8.25607,45.37868,5.89885,LC81950282015098LGN00,LC81950282015098LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950282015098LGN00
LC81950282014303LGN00, 195, 028, 195, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20141030100919_20141030105530.01,LT8BPF20141030100525_20141030105623.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/10/30,2014:303:10:16:48.0495460,2014:303:10:17:19.8195420,2014/10/30,9,10,28.97677768,164.18005835,5.423,6.422,-1,2,Y,LPGS_2.4.0,46°01'46.56"N,7°26'11.80"E,47°05'34.33"N,6°32'14.78"E,46°39'32.83"N,8°58'01.24"E,44°57'00.32"N,8°17'44.30"E,45°22'45.23"N,5°56'19.28"E,46.0296,7.43661,47.09287,6.53744,46.65912,8.96701,44.95009,8.29564,45.37923,5.93869,LC81950282014303LGN00,LC81950282014303LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950282014303LGN00
LC81960282014198LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20140717100452_20140717103526.01,LT8BPF20140717100058_20140717103619.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/07/17,2014:198:10:22:41.7182090,2014:198:10:23:13.4882050,2014/07/17,9,.84,60.449858,139.93217195,5.943,6.068,-1,1,Y,LPGS_2.3.0,46°01'46.06"N,5°53'45.20"E,47°05'34.44"N,4°59'49.78"E,46°39'31.07"N,7°25'35.80"E,44°56'59.03"N,6°45'16.13"E,45°22'45.77"N,4°23'51.50"E,46.02946,5.89589,47.0929,4.99716,46.65863,7.42661,44.94973,6.75448,45.37938,4.39764,LC81960282014198LGN00,LC81960282014198LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282014198LGN00
LC81960282014182LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20140701101107_20140701103520.01,LT8BPF20140701090519_20140701103613.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/07/01,2014:182:10:22:35.5198480,2014:182:10:23:07.2898440,2014/07/01,9,6.22,62.37900872,138.8947523,6.333,5.983,-1,1,Y,LPGS_2.3.0,46°01'46.96"N,5°53'53.77"E,47°05'35.56"N,4°59'58.27"E,46°39'31.97"N,7°25'44.36"E,44°56'59.93"N,6°45'24.59"E,45°22'46.81"N,4°23'59.86"E,46.02971,5.89827,47.09321,4.99952,46.65888,7.42899,44.94998,6.75683,45.37967,4.39996,LC81960282014182LGN00,LC81960282014182LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282014182LGN00
LC81950282014159LGN00, 195, 028, 195, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20140608100451_20140608104037.01,LT8BPF20140608100057_20140608104130.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/06/08,2014:159:10:16:18.8379100,2014:159:10:16:50.6079060,2014/06/08,9,4.35,62.69166643,141.18486824,5.643,5.709,-1,1,Y,LPGS_2.3.0,46°01'47.35"N,7°25'48.72"E,47°05'35.88"N,6°31'54.52"E,46°39'32.33"N,8°57'38.95"E,44°57'00.18"N,8°17'18.64"E,45°22'47.06"N,5°55'55.56"E,46.02982,7.4302,47.0933,6.53181,46.65898,8.96082,44.95005,8.28851,45.37974,5.9321,LC81950282014159LGN00,LC81950282014159LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950282014159LGN00
LC81950282013364LGN00, 195, 028, 195, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20131230101321_20131230105933.01,LT8BPF20131230100927_20131230110026.01,L8CPF20131001_20131231.04,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/30,2013:364:10:18:03.1221530,2013:364:10:18:34.8921490,2014/02/13,9,7.44,18.96830871,161.86145819,6.039,7.303,-1,1,Y,LPGS_2.3.0,46°01'47.42"N,7°23'20.11"E,47°05'33.86"N,6°29'18.10"E,46°39'34.06"N,8°55'10.52"E,44°57'02.23"N,8°14'57.59"E,45°22'45.48"N,5°53'26.77"E,46.02984,7.38892,47.09274,6.48836,46.65946,8.91959,44.95062,8.24933,45.3793,5.89077,LC81950282013364LGN00,LC81950282013364LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950282013364LGN00
LC81950282013316LGN00, 195, 028, 195, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20131112101140_20131112105552.01,LT8BPF20131112100746_20131112105645.01,L8CPF20131001_20131231.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/11/12,2013:316:10:18:22.1083620,2013:316:10:18:53.8783580,2014/12/19,9,6.69,25.12222975,165.28053192,6.11,6.749,-1,2,Y,LPGS_2.4.0,46°01'47.35"N,7°24'12.53"E,47°05'34.40"N,6°30'16.45"E,46°39'35.57"N,8°55'58.94"E,44°57'01.51"N,8°15'44.28"E,45°22'43.82"N,5°54'23.15"E,46.02982,7.40348,47.09289,6.50457,46.65988,8.93304,44.95042,8.2623,45.37884,5.90643,LC81950282013316LGN00,LC81950282013316LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950282013316LGN00
LC81960282013243LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130831101723_20130831103736.02,LT8BPF20130831101329_20130831103829.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/08/31,2013:243:10:24:51.9996120,2013:243:10:25:23.7696080,2015/01/21,9,7.17,49.60834897,151.98039343,6.228,5.7,-1,2,Y,LPGS_2.4.0,46°01'47.64"N,5°51'30.96"E,47°05'35.05"N,4°57'30.92"E,46°39'32.98"N,7°23'22.49"E,44°57'01.55"N,6°43'06.42"E,45°22'46.99"N,4°21'36.32"E,46.0299,5.8586,47.09307,4.95859,46.65916,7.38958,44.95043,6.71845,45.37972,4.36009,LC81960282013243LGN00,LC81960282013243LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282013243LGN00
LC81960282013227LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130815101656_20130815103734.02,LT8BPF20130815101302_20130815103827.02,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/08/15,2013:227:10:24:49.2511940,2013:227:10:25:21.0211900,2015/01/08,9,.56,54.30668575,147.26604911,6.221,5.827,-1,2,Y,LPGS_2.4.0,46°01'47.46"N,5°52'34.18"E,47°05'35.05"N,4°58'36.37"E,46°39'33.52"N,7°24'24.05"E,44°57'01.26"N,6°44'07.51"E,45°22'46.24"N,4°22'41.16"E,46.02985,5.87616,47.09307,4.97677,46.65931,7.40668,44.95035,6.73542,45.37951,4.3781,LC81960282013227LGN00,LC81960282013227LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282013227LGN00
LC81960282013195LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130714101719_20130714103733.01,LT8BPF20130714101325_20130714103826.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/07/14,2013:195:10:24:48.4710960,2013:195:10:25:20.2410910,2015/01/21,9,1.8,61.10126251,140.46365399,5.782,5.682,-1,2,Y,LPGS_2.4.0,46°01'46.13"N,5°52'51.28"E,47°05'34.08"N,4°58'58.01"E,46°39'33.66"N,7°24'37.66"E,44°56'59.53"N,6°44'20.08"E,45°22'43.36"N,4°23'01.75"E,46.02948,5.88091,47.0928,4.98278,46.65935,7.41046,44.94987,6.73891,45.37871,4.38382,LC81960282013195LGN00,LC81960282013195LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282013195LGN00
LC81960282013147LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130527100530_20130527103735.01,LT8BPF20130527095636_20130527103827.01,L8CPF20130401_20130627.08,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/05/27,2013:147:10:24:53.5221250,2013:147:10:25:23.3181450,2015/01/26,9,5.76,61.79119081,144.47023882,6.276,6.126,-1,2,Y,LPGS_2.4.0,46°01'47.35"N,5°50'49.99"E,47°02'03.52"N,4°55'34.82"E,46°36'01.51"N,7°21'17.50"E,45°00'31.79"N,6°43'45.73"E,45°26'19.21"N,4°22'07.03"E,46.02982,5.84722,47.03431,4.92634,46.60042,7.35486,45.00883,6.72937,45.43867,4.36862,LC81960282013147LGN00,LC81960282013147LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282013147LGN00
LC81960282013115LGN01, 196, 028, 196, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130425101309_20130425103717.01,LT8BPF20130425100543_20130425103809.01,L8CPF20130401_20130627.08,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/04/25,2013:115:10:24:35.6058660,2013:115:10:25:05.4018860,2015/03/19,9,1.63,54.31515167,150.13077248,6.185,5.968,-1,2,Y,LPGS_2.4.0,46°01'46.34"N,5°54'12.35"E,47°02'02.83"N,4°58'58.94"E,46°36'00.94"N,7°24'38.48"E,45°00'30.74"N,6°47'06.00"E,45°26'18.06"N,4°25'30.14"E,46.02954,5.90343,47.03412,4.98304,46.60026,7.41069,45.00854,6.785,45.43835,4.42504,LC81960282013115LGN01,LC81960282013115LGN01,http://earthexplorer.usgs.gov/download/options/4923/LC81960282013115LGN01
LC81950282013108LGN01, 195, 028, 195, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130418101100_20130418103109.01,LT8BPF20130418100706_20130418103201.01,L8CPF20130401_20130627.08,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/04/18,2013:108:10:18:27.7928170,2013:108:10:18:57.5888380,2014/11/24,9,10.09,51.98764227,150.97106322,5.33,5.639,-1,2,Y,LPGS_2.4.0,46°01'46.81"N,7°25'47.82"E,47°02'03.19"N,6°30'36.14"E,46°36'01.94"N,8°56'12.80"E,45°00'31.10"N,8°18'40.36"E,45°26'17.81"N,5°57'07.24"E,46.02967,7.42995,47.03422,6.51004,46.60054,8.93689,45.00864,8.31121,45.43828,5.95201,LC81950282013108LGN01,LC81950282013108LGN01,http://earthexplorer.usgs.gov/download/options/4923/LC81950282013108LGN01
