LIBMIN,PMUN13,SURFACE,DENSITE,LAT,LONG
MorbioInferiore,4631,2.3,2022.3,45.8487988,9.0163811
Morcote,707,2.8,252.5,45.9278156,8.9078997
Morens(FR),142,2.6,54.6,46.8436085,6.9065226
Morges,15251,3.9,3961.3,46.5088127,6.4961301
Morlon,571,2.5,230.2,46.6249096,7.0849233
Morrens(VD),991,3.7,270.8,46.5910697,6.6256805
Morschach,1105,20.8,53.1,46.980165,8.6175219
Mosnang,2829,50.6,56.1,47.3626894,9.0399285
Mosogno,51,8.6,5.9,46.1986285,8.6392434
Moudon,5667,15.7,361.2,46.6698891,6.7975224
Moutier,7608,19.6,388.6,47.2782749,7.3716656
Movelier,376,8.0,46.5,47.4091934,7.3172083
Mühlau,1008,5.5,182.6,47.2299401,8.388647
Mühleberg,2745,26.3,104.6,46.9548447,7.2624798
Mühledorf(BE),253,2.3,111.0,46.8289638,7.5388589
Mühlethurnen,1390,2.9,474.4,46.8133458,7.5075323
Müllheim,2812,8.8,322.1,47.6020263,9.0019686
Mülligen,1018,3.2,322.2,47.4576006,8.2407016
Mümliswil-Ramiswil,2486,35.5,70.0,47.3404622,7.704439
Münchenbuchsee,9852,8.9,1117.0,47.021621,7.450367
Münchenstein,11688,7.2,1627.9,47.5226485,7.6150661
Münchenwiler,475,2.5,190.0,46.9119937,7.1260193
Münchwilen(AG),892,2.5,362.6,47.5399234,7.9667513
Münchwilen(TG),5086,7.8,652.9,47.4777116,8.9976291
Münsingen,11651,12.2,962.1,46.8746813,7.5627528
Münster-Geschinen,481,48.6,9.9,46.4873503,8.2638032
Münsterlingen,3156,5.4,582.3,47.6302623,9.2263294
Müntschemier,1302,4.9,266.8,46.9954572,7.146079
Muhen,3749,7.0,534.0,47.3323843,8.0555306
Mulegns,28,33.8,0.8,46.5241285,9.6204795
Mumpf,1335,3.1,430.6,47.5461315,7.9196279
Mundaun,307,8.6,35.7,46.75,9.133333
Muntelier,941,1.1,832.7,46.9352585,7.1236051
Muolen,1167,10.3,112.9,47.52143,9.32501
Muotathal,3482,172.2,20.2,46.9740171,8.7622473
Muralto,2811,0.6,4685.0,46.1729618,8.8056081
Murgenthal,2862,18.6,153.5,47.2765988,7.8451321
Muri(AG),7328,12.3,593.8,47.2735792,8.3415566
MuribeiBern,12901,7.7,1690.8,46.9350521,7.4984728
Muriaux,473,16.9,28.0,47.2459518,6.9781347
Murist,612,8.2,74.6,46.7903128,6.806841
Murten,6490,13.6,477.2,46.9292211,7.120184
Mutrux,139,3.2,43.3,46.8831429,6.7274193
Mutten,75,9.9,7.5,46.6785747,9.4995694
Muttenz,17370,16.6,1043.9,47.5279292,7.6476369
Muzzano,844,1.6,537.6,45.9977794,8.9197977
Naters,9496,147.2,64.6,46.3239282,7.9916569
Nebikon,2472,3.7,662.7,47.1933568,7.9753668
Neckertal,4036,49.0,82.3,47.333333,9.133333
Neerach,3032,6.0,502.8,47.5126005,8.4730174
Neftenbach,5434,15.1,361.8,47.5266537,8.6688227
Neggio,335,0.9,368.1,45.9870685,8.8791559
Nendaz,6121,85.9,71.2,46.1834441,7.2942353
Nenzlingen,421,3.7,115.0,47.447616,7.5619487
Nesslau,3628,92.7,39.1,47.216667,9.2
Neuchâtel,33756,18.1,1865.0,46.9899874,6.9292732
Neuendorf,2026,7.1,283.0,47.2982329,7.7963378
Neuenegg,4881,22.0,223.2,46.8947644,7.3037454
Neuenhof,8414,5.4,1563.9,47.4494044,8.3274948
Neuenkirch,6391,25.5,250.8,47.1008169,8.2027053
NeuhausenamRheinfall,10362,8.1,1295.3,47.6837423,8.6126098
Neuheim,2024,7.9,255.6,47.204778,8.5753544
Neunforn,960,11.4,84.5,47.6060078,8.7687824
Neunkirch,2023,17.9,112.9,47.6895225,8.5004357
Neyruz(FR),2387,5.5,430.9,46.7685914,7.0658652
Nidau,6766,1.5,4451.3,47.1245176,7.23688
Niederbipp,4371,17.5,251.6,47.2716158,7.6907179
Niederbuchsiten,981,5.5,179.0,47.2970819,7.7713269
Niederbüren,1499,15.8,94.6,47.4659823,9.2032496
Niederdorf,1730,4.4,392.3,47.407313,7.7525983
Niedergesteln,689,17.5,39.5,46.3137237,7.7810426
Niederglatt,4657,3.6,1290.0,47.4904857,8.5033814
Niedergösgen,3766,4.3,869.7,47.3729363,7.9922617
Niederhasli,8871,11.3,785.7,47.4788154,8.4871839
Niederhelfenschwil,2918,16.3,178.7,47.4759334,9.1867441
Niederhünigen,611,5.4,112.9,46.8773026,7.6384848
Niederlenz,4385,3.3,1328.8,47.4015698,8.1761165
Niedermuhlern,471,7.2,65.0,46.8614201,7.465354
Niederönz,1548,2.8,552.9,47.1858406,7.6942785
Niederösch,234,4.6,50.5,47.1170354,7.6151447
NiederriedbeiInterlaken,340,4.3,79.3,46.7188069,7.9320024
Niederrohrdorf,3645,3.4,1094.6,47.42442,8.30441
Niederwald,45,4.7,9.6,46.4353511,8.1897089
Niederweningen,2787,6.9,406.9,47.5077974,8.3788864
Niederwil(AG),2535,6.1,412.2,47.3773998,8.2952607
Nods,738,26.6,27.7,47.1130756,7.0813145
Noflen,290,2.7,106.6,46.8075487,7.5421557
Noréaz,611,6.9,88.6,46.8036084,7.0269211
Nottwil,3432,10.3,333.5,47.1358124,8.1359149
Novaggio,814,4.4,188.9,46.0093597,8.8559217
Novalles,105,2.1,51.0,46.8283942,6.5956856
Novazzano,2402,5.2,463.7,45.8415698,8.9770149
Noville,912,10.3,88.1,46.3807941,6.9002856
Nürensdorf,5328,10.1,531.2,47.4487869,8.6497035
Nufenen,156,28.1,5.6,46.5394932,9.2433569
Nuglar-St.Pantaleon,1480,6.3,233.4,47.4713115,7.6928374
Nunningen,1837,10.3,177.7,47.3934555,7.619469
Nusshof,248,1.7,144.2,47.4917533,7.8043541
Nuvilly,394,4.0,98.5,46.7823407,6.8330755
Nyon,19502,6.9,2872.2,46.3832683,6.2347852
Oberägeri,5828,30.1,194.1,47.1351173,8.6131948
Oberbalm,879,12.4,70.8,46.8737526,7.4029961
Oberbipp,1642,8.5,193.9,47.2620667,7.6598349
Oberbuchsiten,2054,9.4,218.5,47.3093912,7.7658565
Oberbüren,4190,17.8,236.7,47.4515981,9.1606905
Oberburg,2937,14.2,208.0,47.0392994,7.625715
Oberdiessbach,3441,16.5,209.1,46.8396631,7.6187351
Oberdorf(BL),2341,6.2,378.2,47.3936614,7.7492826
Oberdorf(NW),3110,16.2,191.4,46.9584499,8.3865692
Oberdorf(SO),1655,12.0,138.5,47.2306972,7.5014054
Oberegg,1891,14.7,128.9,47.4228209,9.5498523
Oberembrach,1094,10.2,106.7,47.4877064,8.6183666
Oberems,126,50.2,2.5,46.281652,7.6955244
Oberengstringen,6464,2.1,2992.6,47.4090873,8.4627128
Oberentfelden,7721,7.2,1078.4,47.3564731,8.0467514
Obergerlafingen,1130,1.5,743.4,47.1614,7.58404
Oberglatt,6474,8.2,784.7,47.4766643,8.5194782
Obergösgen,2151,3.6,590.9,47.3645336,7.9512558
Obergoms,662,155.8,4.2,46.5341052,8.3495309
Oberhallau,433,6.0,71.8,47.7056562,8.4772173
Oberhelfenschwil,1319,12.7,104.2,47.3540918,9.1129175
Oberhof,588,8.2,71.6,47.4517766,8.0059742
OberhofenamThunersee,2389,2.8,878.3,46.7315725,7.6692035
Oberhünigen,317,6.0,52.7,46.8799521,7.6580949
Oberiberg,858,32.8,26.0,47.0398727,8.7820284
Oberkirch,3892,9.1,427.7,47.1599235,8.1156346
Oberkulm,2551,9.4,271.1,47.299952,8.1238534
Oberlangenegg,473,9.1,51.9,46.7934975,7.724861
Oberlunkhofen,1954,3.3,601.2,47.3113276,8.3900972
Obermumpf,1004,5.0,199.6,47.5299957,7.9363006
Oberösch,109,2.1,50.7,47.1083162,7.6093672
OberriedamBrienzersee,463,20.0,23.0,46.7337573,7.9564805
Oberrieden,4975,2.8,1783.2,47.27471,8.57929
Oberriet(SG),8533,34.5,247.1,47.3199075,9.5644269
Oberrohrdorf,3981,4.3,928.0,47.423424,8.3155322
Oberrüti,1413,5.3,263.1,47.1659772,8.3944487
Obersaxen,820,61.5,13.3,46.7488642,9.1000399
Oberschrot,1159,5.3,216.6,46.7381514,7.2663873
Obersiggenthal,8586,8.4,1027.0,47.4869944,8.2918057
Oberstammheim,1151,9.4,122.2,47.6329476,8.7982988
Obersteckholz,424,3.9,108.7,47.199536,7.8183107
Oberthal,751,10.6,71.3,46.9168794,7.6711111
Oberuzwil,6193,14.1,439.5,47.4298412,9.1232808
Oberweningen,1756,4.9,354.7,47.5010329,8.4053581
Oberwil(BL),10775,7.9,1367.4,47.5159745,7.5582003
OberwilbeiBüren,821,6.7,122.2,47.1281128,7.405451
OberwilimSimmental,813,46.0,17.6,46.6571084,7.4368345
Oberwil-Lieli,2193,5.4,409.9,47.3360982,8.3868979
Obfelden,4867,7.6,644.6,47.2643762,8.4309497
Ochlenberg,587,12.1,48.4,47.1499919,7.7361769
Oekingen,795,2.5,331.3,47.1795032,7.6042776
Oensingen,5847,12.0,484.4,47.2902794,7.7158736
Oeschenbach,237,3.9,60.8,47.1145361,7.7528802
Oeschgen,914,4.4,208.7,47.5190933,8.017178
OetwilamSee,4590,6.1,752.5,47.2729371,8.7205118
OetwilanderLimmat,2300,2.8,833.3,47.4274949,8.394824
Oftringen,13122,12.9,1021.2,47.3129528,7.9198655
Ogens,262,3.4,76.8,46.7104182,6.7234914
Ollon,7208,59.5,121.1,46.2957462,6.9916269
Olsberg,360,4.6,77.9,47.5207317,7.7832254
Olten,17280,11.5,1503.9,47.3499624,7.9037033
Oltingen,472,7.2,65.7,47.4330669,7.9353781
Onex,18029,2.8,6393.3,46.183541,6.1002345
Onnens(VD),507,5.1,99.2,46.8396549,6.6866098
Onsernone,255,29.9,8.5,46.2037952,8.576598
Opfikon,16403,5.6,2934.3,47.4346801,8.5671098
Oppens,177,3.6,49.3,46.7139815,6.691683
Oppligen,665,3.4,195.0,46.8213089,7.5991781
Orbe,6664,12.0,554.4,46.7293301,6.5323588
Orges,262,4.0,65.2,46.80801,6.5883556
Origlio,1435,2.1,693.2,46.0513367,8.9499982
Ormalingen,1994,6.9,287.3,47.4687391,7.8761325
Ormont-Dessous,1039,64.0,16.2,46.3616617,7.0515386
Ormont-Dessus,1472,61.7,23.9,46.3514572,7.1581571
Orny,366,5.5,65.8,46.6673781,6.5260641
Oron,5077,24.6,206.5,46.566667,6.833333
Orpund,2655,4.0,670.5,47.1390318,7.3068847
Orselina,762,2.0,392.8,46.1789419,8.7989377
Orsières,3156,165.0,19.1,46.0282108,7.1470995
Orvin,1201,21.6,55.6,47.1605487,7.2134713
Orzens,198,4.2,47.1,46.7241277,6.6839128
Osogna,1044,19.0,55.0,46.311973,8.9870632
Ossingen,1357,13.1,103.6,47.6120042,8.7262376
Ostermundigen,16185,6.0,2724.7,46.9577083,7.4873069
Otelfingen,2749,7.2,383.4,47.4623649,8.3901222
Othmarsingen,2597,4.7,549.0,47.4011262,8.2153079
Ottenbach,2483,5.0,495.6,47.2814693,8.4040561
Oulens-sous-Echallens,544,5.9,92.8,46.6419446,6.5770662
Pailly,508,5.8,88.0,46.700334,6.6742913
Pampigny,1108,11.1,99.9,46.580344,6.4274859
Paradiso,3893,0.9,4374.2,45.9907174,8.9452618
Paspels,475,4.6,103.5,46.7495493,9.4422872
Paudex,1424,0.5,2966.7,46.5051579,6.6723034
Payerne,9275,24.2,383.4,46.8220266,6.9405663
Penthalaz,3031,3.9,783.2,46.6097989,6.5254402
Penthaz,1676,3.9,437.6,46.5993131,6.5392512
Penthéréaz,378,5.7,66.5,46.6818033,6.6037281
Perly-Certoux,3059,2.6,1209.1,46.1553483,6.0945809
Perrefitte,456,8.6,53.2,47.2747542,7.3419142
Perroy,1407,2.9,485.2,46.4681574,6.361877
Personico,334,39.1,8.6,46.3711388,8.9187102
Péry,1359,15.7,86.5,47.19281,7.24944
Peseux,5771,3.5,1682.5,46.9880679,6.8908413
Pfäfers,1533,128.4,11.9,46.990488,9.5031939
Pfäffikon,11105,19.5,568.0,47.3661671,8.7866772
Pfaffnau,2260,17.6,128.3,47.2268257,7.8961115
Pfeffingen,2270,4.9,463.3,47.4586328,7.5900291
Pfungen,3535,5.0,709.8,47.5162008,8.6468441
Pfyn,1941,13.1,147.3,47.5958782,8.9545792
Pianezzo,589,8.0,73.4,46.1695122,9.0298251
Pierrafortscha,148,5.1,29.2,46.7841959,7.1728007
Pieterlen,3917,8.3,470.8,47.1750981,7.338602
Plaffeien,1944,59.4,32.8,46.7365103,7.2923293
Plan-les-Ouates,10261,5.8,1751.0,46.1668075,6.1145793
Plasselb,1043,18.1,57.6,46.7353048,7.2504665
PlateaudeDiesse,2031,25.6,79.5,47.116667,7.116667
Pleigne,368,17.8,20.6,47.4072829,7.2898015
Pohlern,261,9.9,26.4,46.7233788,7.5406963
Poliez-Pittet,760,5.0,151.7,46.6274641,6.6819435
Pollegio,762,5.9,129.4,46.3645327,8.9436259
Pompaples,811,4.4,182.2,46.6667994,6.5107091
Pomy,710,5.6,126.3,46.7601259,6.6679184
Pont-en-Ogoz,1711,10.0,170.8,46.6856833,7.0867057
Pont-la-Ville,605,4.3,140.0,46.6991414,7.1107699
PonteCapriasca,1804,6.2,291.0,46.0609216,8.9479708
PonteTresa,806,0.4,1965.9,45.9697799,8.8581667
Pontenet,217,2.7,79.5,47.2414781,7.2553614
Ponthaux,694,6.0,117.2,46.81518,7.04141
Pontresina,2115,118.2,17.9,46.4929957,9.9024964
Porrentruy,6780,14.8,459.7,47.416647,7.0765657
Port,3382,2.4,1380.4,47.118334,7.2566
Port-Valais,3645,14.3,254.0,46.3830132,6.8609007
Porza,1595,1.6,1009.5,46.0275328,8.954544
Poschiavo,3521,191.0,18.4,46.3239301,10.0573467
Prangins,3968,6.0,658.0,46.3943352,6.2492927
Prato(Leventina),408,16.9,24.2,46.4829046,8.7567273
Pratteln,15323,10.7,1433.4,47.5183198,7.6919889
Pratval,254,0.8,329.9,46.7317233,9.4457044
Pregny-Chambésy,3563,3.3,1099.7,46.2420331,6.1435559
Premier,191,6.0,31.2,46.704421,6.4445824
Preonzo,618,16.5,37.6,46.2648111,9.000497
Presinge,639,4.7,135.4,46.218603,6.2535283
Préverenges,5176,1.8,2782.8,46.5175835,6.5252682
Prévondavaux,64,1.8,35.6,46.7279209,6.7932597
Prévonloup,150,1.8,81.5,46.6997998,6.8814659
Prez-vers-Noréaz,968,5.7,170.4,46.7851897,7.0135143
Prilly,11829,2.2,5401.4,46.5346449,6.6052401
Provence,344,31.9,10.8,46.8902683,6.7263447
Puidoux,2816,22.9,123.0,46.4988452,6.7691772
Pully,17460,5.9,2984.6,46.5092681,6.6654949
Puplinge,2049,2.6,770.3,46.2105553,6.2317139
Pura,1419,3.1,466.8,45.9839746,8.8706472
Quarten,2854,61.7,46.2,47.1132054,9.2515678
Quinto,1046,75.2,13.9,46.5099625,8.6929161
Radelfingen,1224,14.7,83.0,47.0216132,7.2724685
Rafz,4175,10.7,390.6,47.6114723,8.5402379
Rain,2515,9.4,267.6,47.12766,8.25356
Ramlinsburg,687,2.3,306.7,47.44893,7.76449
Ramsen,1375,13.5,101.9,47.7069923,8.8122279
Rances,426,9.8,43.3,46.760201,6.5299737
Randa,445,54.4,8.2,46.1011132,7.7840062
Randogne,4384,16.8,259.7,46.3160381,7.4954414
Raperswilen,396,7.7,51.6,47.6323676,9.0426243
Rapperswil(BE),2381,20.4,116.8,47.0637909,7.4105763
Rapperswil-Jona,26542,22.2,1192.9,47.2266239,8.8184374
Raron,1900,30.3,62.7,46.3090067,7.80016
Realp,148,78.0,1.9,46.5992257,8.5026469
Rebeuvelier,377,8.4,44.8,47.3245762,7.4152297
Rebévelier,45,3.6,12.7,47.29103,7.19204
Rebstein,4425,4.3,1008.0,47.3977266,9.58271
Recherswil,1759,3.3,522.0,47.1624829,7.5937492
Rechthalten,1083,7.3,148.6,46.7678316,7.2406632
Reckingen-Gluringen,454,41.3,11.0,46.4695173,8.2451355
Reconvilier,2284,8.2,276.8,47.2347446,7.2259167
Regensberg,485,2.4,204.6,47.4821446,8.436362
Regensdorf,17179,14.6,1175.0,47.4421954,8.4649434
Rehetobel,1731,6.7,257.6,47.4260992,9.4829689
ReichenbachimKandertal,3507,125.8,27.9,46.6254387,7.6940529
Reichenburg,3402,11.6,293.5,47.169773,8.975433
Reiden,6763,27.0,250.5,47.2472798,7.9713408
Reigoldswil,1566,9.2,169.3,47.3977342,7.69204
Reinach(AG),8103,9.5,855.6,47.2580272,8.179928
Reinach(BL),18839,7.0,2691.3,47.4906819,7.5894365
Reisiswil,193,2.0,96.0,47.1642665,7.8447021
Reitnau,1264,5.8,217.6,47.2504784,8.0452323
Rekingen(AG),986,3.1,318.1,47.56982,8.32183
Remaufens,993,5.9,168.0,46.5310802,6.8783
Remetschwil,2049,3.9,526.7,47.4083745,8.3266242
Remigen,1047,7.9,133.0,47.5157684,8.1893084
Renan(BE),854,12.6,67.6,47.1266021,6.9284973
Renens(VD),20333,3.0,6869.3,46.53381,6.59137
Rennaz,773,2.2,353.0,46.3760844,6.9183892
Reute(AR),662,4.9,132.7,47.419751,9.5760652
Reutigen,966,11.3,85.6,46.6942792,7.6202063
Reverolle,345,1.1,292.4,46.5413758,6.4386829
Rhäzüns,1363,13.3,101.9,46.799554,9.3973409
Rheinau,1326,8.9,148.7,47.6433,8.60117
Rheineck,3250,2.2,1470.6,47.4670483,9.585971
Rheinfelden,12548,16.0,782.8,47.55219,7.7922914
Riaz,2251,7.8,290.1,46.6415102,7.0623693
Richterswil,13022,7.6,1727.1,47.2053892,8.7070691
Rickenbach(BL),588,2.9,203.5,47.4845202,7.8505571
Rickenbach(LU),3076,11.8,259.4,47.2191,8.15361
Rickenbach(SO),888,2.8,321.7,47.3401333,7.8560191
Rickenbach(TG),2714,1.6,1739.7,47.4493246,9.0498296
Rickenbach(ZH),2523,6.1,417.7,47.5421756,8.7876389
Riddes,2894,23.9,121.2,46.1731437,7.2225149
RiedbeiKerzers,1079,7.6,142.2,46.9557914,7.1856344
Ried-Brig,1993,47.5,42.0,46.31726,8.01774
Riederalp,508,21.0,24.1,46.37658,8.02565
Riedholz,2256,7.2,314.6,47.2301841,7.5653554
Riehen,20799,10.9,1915.2,47.5848274,7.6499111
Riemenstalden,96,11.2,8.6,46.9467369,8.6657488
Rietheim,750,3.9,190.8,47.6006299,8.2786232
Rifferswil,959,6.6,147.3,47.2419,8.49602
Riggisberg,2438,29.9,81.7,46.8101394,7.4783583
Ringgenberg(BE),2642,8.7,301.9,46.7009118,7.8939117
Riniken,1478,4.8,311.2,47.4939966,8.1889919
Riom-Parsonz,294,56.0,5.3,46.5974706,9.5731025
Risch,9963,14.8,670.5,47.1410511,8.4298274
RivaSanVitale,2581,5.9,432.3,45.9008013,8.9708066
Rivaz,348,0.3,1122.6,46.4764133,6.7786131
Roche(VD),1440,6.4,223.6,46.3603257,6.9315046
Rochefort,1104,20.9,52.8,46.9782646,6.8099317
Roches(BE),211,9.1,23.3,47.3007952,7.3840216
Rocourt,161,4.5,36.0,47.3904377,6.957167
Rodels,267,1.7,158.9,46.7353373,9.4446744
Rodersdorf,1291,5.3,241.8,47.4803913,7.4566086
Römerswil,1658,16.7,99.9,47.1697587,8.2446583
Röschenz,1836,10.1,182.3,47.4247907,7.4758944
RöthenbachimEmmental,1240,36.8,33.7,46.8542235,7.741505
Roggenburg,287,6.7,43.2,47.4341769,7.3407316
Roggliswil,635,6.2,102.3,47.2118201,7.886204
Roggwil(BE),3862,7.8,495.8,47.2405859,7.8235104
Roggwil(TG),2887,11.9,239.8,47.5001595,9.3959168
Rohr(SO),90,2.3,40.4,47.4096336,7.9547519
Rohrbach,1402,4.1,342.8,47.1359115,7.8125333
Rohrbachgraben,409,6.5,63.1,47.1212329,7.8029185
Rolle,5921,2.7,2160.9,46.4612971,6.3397549
Romainmôtier-Envy,504,7.0,72.3,46.6944404,6.4607844
Romanel-sur-Lausanne,3298,2.9,1145.1,46.5630648,6.603945
Romanel-sur-Morges,462,1.7,264.0,46.5555532,6.5108738
Romanshorn,10535,8.7,1204.0,47.5657078,9.3771959
Romont(BE),195,7.0,27.7,47.1889747,7.3392264
Romont(FR),4973,10.9,456.7,46.691887,6.9118086
Romoos,674,37.3,18.1,47.0110686,8.0276847
RoncosopraAscona,652,5.0,129.9,46.1429823,8.7263745
Rongellen,57,2.0,28.2,46.6735701,9.4433249
Root,4669,8.6,539.1,47.1149422,8.3900853
Ropraz,385,4.8,79.7,46.6152435,6.7515109
Rorbas,2586,4.5,585.1,47.5306966,8.5745109
Rorschach,8988,1.8,5078.0,47.4788825,9.4916808
Rorschacherberg,6965,7.1,976.9,47.4688795,9.4869146
Rossa,125,58.9,2.1,46.3726884,9.1257621
Rossemaison,600,1.9,317.5,47.3463644,7.3428683
Rossenges,60,1.1,56.1,46.652087,6.7761012
Rossens(FR),1254,5.1,245.9,46.7205552,7.1041753
Rossinière,539,23.4,23.1,46.4671042,7.0828407
Rothenbrunnen,309,3.1,99.4,46.7682466,9.4272835
Rothenburg,7238,15.5,464.9,47.0936155,8.2716874
Rothenfluh,776,10.9,71.0,47.4611393,7.9132149
Rothenthurm,2270,22.8,99.6,47.1029154,8.6749618
Rothrist,8271,11.8,698.6,47.302214,7.8774496
Rottenschwil,801,4.5,178.4,47.3137172,8.3620383
Rougemont,913,48.6,18.8,46.4891397,7.2089164
Roveredo(GR),2531,38.8,65.2,46.2343502,9.1288093
Rovio,798,5.5,144.3,45.9362506,8.9836424
Rovray,153,3.2,47.8,46.7847622,6.7645655
Rubigen,2906,7.0,419.3,46.8999997,7.5432453
Rudolfstetten-Friedlisberg,4449,4.9,906.1,47.3690655,8.3807414
Rue,1404,11.2,125.2,46.6222539,6.8250784
Rüderswil,2331,17.2,135.8,46.9834237,7.7232395
Rüdlingen,754,5.5,137.3,47.5788217,8.5719688
Rüdtligen-Alchenflüh,2403,2.7,880.2,47.0858277,7.574401
Rüeggisberg,1831,35.7,51.2,46.821399,7.4385592
Rüegsau,3127,15.1,207.4,47.0182296,7.6606271
Rüfenach,871,4.2,208.9,47.5087096,8.2067115
Rümikon,271,2.9,93.4,47.5661658,8.3774017
Rümlang,7231,12.5,581.3,47.4503703,8.5297027
Rümligen,442,4.7,95.1,46.8303609,7.4950501
Rümlingen,389,2.3,170.6,47.4250763,7.8479117
Rünenberg,764,5.0,153.4,47.4327804,7.883887
Rüschegg,1615,57.4,28.2,46.7812793,7.4056793
Rüschlikon,5537,2.9,1889.8,47.3063522,8.5529459
Rüte,3435,40.9,84.1,47.3218142,9.431127
Rüthi(SG),2154,9.3,230.6,47.2936044,9.5376332
Rüti(ZH),11993,10.1,1192.1,47.2566995,8.854421
RütibeiBüren,818,6.5,125.7,47.1522531,7.4039324
RütibeiLyssach,172,1.3,133.3,47.0539463,7.5784041
Rütschelen,566,4.0,142.2,47.17234,7.77311
Rüttenen,1460,8.8,166.5,47.2311852,7.531701
Rueyres,254,2.0,125.7,46.6937019,6.6926562
Rueyres-les-Prés,376,3.2,118.6,46.8597435,6.9165522
Rumendingen,89,2.5,36.6,47.1054398,7.6442891
Rumisberg,471,5.2,91.5,47.2634772,7.6421566
Rupperswil,4965,6.2,799.5,47.4051347,8.1290407
Russikon,4160,14.3,292.8,47.3944962,8.7770557
Russin,489,5.0,99.6,46.1880652,6.0135719
Russy,229,3.7,61.9,46.8414963,7.001679
Ruswil,6763,45.3,149.5,47.0840593,8.1262881
S-chanf,727,138.0,5.3,46.6114275,9.9829535
Saanen,6858,119.7,57.3,46.4741066,7.2854921
Saas,748,26.8,28.0,46.9110687,9.807416
Saas-Almagell,393,110.3,3.6,46.0945114,7.9575088
Saas-Balen,399,30.2,13.2,46.1533008,7.9284545
Saas-Fee,1659,40.6,40.9,46.1091073,7.9297122
Saas-Grund,1058,24.6,43.1,46.1229266,7.9365532
Sachseln,5007,53.8,92.9,46.8671605,8.2393778
Safenwil,3588,6.0,599.0,47.3212415,7.9870207
Safiental,912,151.4,6.0,46.783333,9.266667
Safnern,1886,5.6,335.6,47.1500237,7.3234488
Sagogn,673,7.0,97.3,46.7923608,9.25738
Saicourt,609,13.8,44.2,47.2427682,7.2060415
Saignelégier,2559,31.8,80.9,47.2561774,6.9964022
Saillon,2363,13.7,172.0,46.1707092,7.1858418
Saint-Aubin(FR),1557,7.9,197.6,46.8897484,6.9806203
Saint-Aubin-Sauges,2409,7.7,312.5,46.8929533,6.7705679
Saint-Barthélemy(VD),773,4.1,187.6,46.6368795,6.602289
Saint-Blaise,3270,8.9,368.7,47.013611,6.9849397
Saint-Brais,232,15.1,15.3,47.3054088,7.1126063
Saint-Cergue,2259,24.3,93.0,46.4460412,6.1581382
Saint-George,960,12.3,77.9,46.514293,6.2604696
Saint-Gingolph,951,14.4,66.1,46.390824,6.8048266
Saint-Imier,4949,20.9,236.9,47.1522207,6.9962252
Saint-Légier-LaChiésaz,5065,15.2,333.9,46.4717185,6.8767709
Saint-Léonard,2213,3.9,567.4,46.25347,7.41833
Saint-Livres,695,8.1,85.6,46.5076838,6.3875649
Saint-Martin(FR),1013,9.8,103.5,46.5767192,6.8688219
Saint-Martin(VS),879,37.0,23.7,46.1732924,7.4433152
Saint-Maurice,4516,15.0,302.3,46.214941,7.0047948
Saint-Oyens,315,3.0,103.3,46.498721,6.3082679
Saint-Prex,5449,5.5,987.1,46.4829113,6.4583435
Saint-Saphorin(Lavaux),365,0.9,410.1,46.4732766,6.7961822
Saint-Sulpice(VD),3366,1.8,1809.7,46.510114,6.5581951
Sainte-Croix,4759,39.3,120.7,46.8217968,6.5022222
Salenstein,1294,6.5,197.9,47.6689605,9.0587469
Sâles,1458,18.8,77.6,46.63538,6.97461
Salgesch,1399,11.4,123.4,46.3117718,7.5704709
Salmsach,1368,2.6,506.7,47.5547407,9.370913
Salouf,216,31.4,6.9,46.6246211,9.5756662
Salvan,1267,53.5,23.7,46.1200551,7.0202955
Salvenach,513,3.8,134.6,46.9112996,7.1512083
Samedan,3007,114.0,26.4,46.4388267,9.8712089
Samnaun,789,56.2,14.0,46.9497817,10.3686809
SanVittore,754,22.0,34.2,46.2382814,9.1081578
Sant'Antonino,2310,6.6,350.5,46.1573525,8.9751588
Sant'Antonio,229,33.6,6.8,46.1685557,9.0857218
SantaMariainCalanca,113,9.3,12.1,46.2632451,9.1438447
Sargans,5964,9.5,631.1,47.0478519,9.4406105
Sarmenstorf,2677,8.3,322.1,47.310589,8.251219
Sarnen,10084,73.1,137.9,46.8959313,8.2456758
Sarzens,83,1.5,57.6,46.6823,6.85013
Satigny,3962,18.9,209.4,46.215764,6.0332425
Sattel,1854,17.3,106.8,47.0831444,8.6371165
Saubraz,372,3.7,100.5,46.5143439,6.3304638
Sauge,816,13.5,60.7,47.183333,7.3
Saulcy,255,7.9,32.4,47.3019644,7.1538537
Saules(BE),156,4.3,36.4,47.244245,7.2185165
Savièse,7149,71.0,100.8,46.2511752,7.3491581
Savigny,3374,16.1,210.6,46.5383864,6.7321079
Savognin,1009,22.2,45.4,46.5973658,9.5969599
Savosa,2159,0.7,2917.6,46.0191268,8.9424117
Saxeten,98,19.2,5.1,46.6363957,7.8311603
Saxon,4993,23.2,214.9,46.1513081,7.1788401
Schänis,3692,39.9,92.4,47.1604116,9.0459705
Schaffhausen,35613,41.9,850.8,47.6958897,8.6380488
Schafisheim,2868,6.4,453.1,47.3773199,8.1427231
Schangnau,886,36.5,24.3,46.826807,7.85924
Scharans,826,14.3,57.8,46.7169311,9.4595783
Schattdorf,5005,16.3,306.9,46.8642346,8.6481594
Schattenhalb,590,31.5,18.7,46.7185473,8.1911357
Schelten,40,5.5,7.2,47.335945,7.5517785
