LIBMIN,PMUN13,SURFACE,DENSITE,LAT,LONG
Cossonay,3534,8.2,426.3,46.6138202,6.508938
Cottens(FR),1421,5.0,285.9,46.7521088,7.0326696
Cottens(VD),459,2.4,194.5,46.57398425,6.45327505439
Courchapoix,411,6.4,64.3,47.3489876,7.4561999
Courchavon,296,6.3,47.8,47.4407708,7.0570937
Courgenay,2223,18.4,120.6,47.4043528,7.1261494
Courgevaux,1357,3.4,403.9,46.9075278,7.1110471
Courlevon,312,3.3,95.7,46.8915392,7.108821
Courrendlin,2722,11.0,245.7,47.339548,7.3729529
Courroux,3149,19.7,159.5,47.359922,7.3782917
Court,1432,24.6,58.2,47.2398992,7.337079
Courtedoux,748,8.2,91.0,47.4101752,7.0415273
Courtelary,1290,22.1,58.2,47.1785533,7.0703235
Courtepin,3606,4.1,888.2,46.8659713,7.1222015
Courtételle,2501,13.6,184.3,47.3418687,7.3162671
Crans-près-Céligny,2147,4.3,497.0,46.36353095,6.2017696208
Crassier,1128,2.0,555.7,46.3730282,6.1670264
Cremin,54,1.7,32.7,46.7259218,6.8432266
Crémines,539,9.5,56.8,47.2833117,7.4414188
Cresciano,663,17.2,38.5,46.2807698,9.0054648
Cressier(FR),848,4.2,203.4,46.89646335,7.13995672412
Cressier(NE),1930,8.6,225.7,47.0508386,7.0357396
Crésuz,305,1.8,171.3,46.6199886,7.140824
Crissier,7526,5.5,1365.9,46.5538658,6.5772501
Croglio,883,4.4,201.6,45.9884787,8.8419197
Cronay,351,6.6,53.3,46.7571842,6.6966405
Croy,319,4.5,71.2,46.6945678,6.4771721
Cuarnens,409,7.1,57.3,46.6248084,6.4382631
Cuarny,195,4.6,42.7,46.7700368,6.6884422
Cudrefin,1431,15.9,90.5,46.9564679,7.0185419
Cugnasco-Gerra,2898,35.8,81.1,46.1773489,8.9155002
Cugy(FR),1510,9.9,153.1,46.815539,6.8910259
Cugy(VD),2703,2.9,932.1,46.5842947,6.6404485
Cunter,248,7.1,34.8,46.6073821,9.5928188
Cureglia,1299,1.1,1225.5,46.0373157,8.9445412
Curio,544,2.9,188.9,46.0020181,8.8631128
Curtilles,309,5.0,62.4,46.7005524,6.8486858
Dachsen,1984,2.7,732.1,47.6651744,8.6165552
Dägerlen,977,8.0,122.7,47.5605504,8.7217683
Dällikon,3768,4.5,837.3,47.4404179,8.438756
Däniken,2785,5.4,514.8,47.3548647,7.9811789
Dänikon,1955,2.8,681.2,47.4456201,8.4055886
Därligen,415,6.9,60.1,46.6606497,7.8094165
Därstetten,840,32.8,25.6,46.6589671,7.4929797
Dättlikon,756,2.9,261.6,47.5256653,8.6224807
Dagmersellen,5095,23.9,213.2,47.2135668,7.9901132
Daillens,916,5.5,165.9,46.6202897,6.5487115
Dallenwil,1796,15.5,116.1,46.933072,8.3911486
Dalpe,192,14.5,13.2,46.476894,8.7755476
Damphreux,179,5.7,31.6,47.4757553,7.1023282
Dardagny,1510,8.6,175.6,46.1947568,5.9949629
Davos,11211,284.0,39.5,46.7961744,9.8237266
Degersheim,3973,14.4,274.8,47.3735896,9.1990317
DeisswilbeiMünchenbuchsee,84,2.1,39.1,47.0344955,7.4557248
Deitingen,2258,7.6,295.5,47.21431,7.619244
Delémont,12186,22.0,554.2,47.3619609,7.354039
Delley-Portalban,1016,7.3,139.9,46.91159445,6.96008310502
Démoret,121,4.3,28.3,46.7476726,6.7568161
Denens,673,3.3,204.6,46.518323,6.4564786
Denges,1621,1.7,976.5,46.5241679,6.5402546
Densbüren,683,12.6,54.6,47.4543265,8.0540507
Derendingen,6096,5.6,1084.7,47.1995305,7.5859837
Develier,1421,12.5,114.0,47.3567272,7.2910721
Diegten,1607,9.7,166.7,47.409937,7.809077
Dielsdorf,5888,5.9,1004.8,47.4810371,8.4543245
Diemerswil,188,2.8,65.7,47.019483,7.4282218
Diemtigen,2154,130.0,16.6,46.6496866,7.5665715
Diepflingen,690,1.4,479.2,47.446478,7.8377491
Diepoldsau,6066,11.2,541.6,47.3859513,9.6556042
Dierikon,1462,2.8,525.9,47.0971573,8.3691768
DiessbachbeiBüren,950,6.3,150.6,47.1079225,7.3617601
Diessenhofen,3614,10.0,357.1,47.6875317,8.7492673
Dietikon,25426,9.3,2725.2,47.4068827,8.4020894
Dietlikon,7238,4.2,1707.1,47.4222881,8.6155979
Dietwil,1286,5.5,233.8,47.1483703,8.3930952
Dinhard,1497,7.1,212.0,47.5557041,8.7678143
Dintikon,2110,3.7,565.7,47.3636432,8.2277914
Disentis/Mustér,2064,91.1,22.7,46.7041748,8.8549785
Dittingen,771,6.7,114.2,47.4383276,7.4989147
Dizy,225,3.1,74.0,46.6349547,6.4955753
Dörflingen,933,5.8,160.3,47.7073736,8.7203932
Döttingen,3826,7.0,552.9,47.3557925,9.0541649
Domat/Ems,7554,24.2,311.9,46.8351271,9.4506859
Domdidier,2936,8.9,329.5,46.8660099,7.0141456
Dompierre(FR),937,4.4,210.6,46.8519837,6.9894808
Dompierre(VD),250,3.2,77.9,46.7121341,6.88123955194
Donat,205,4.7,43.9,46.6291203,9.4298544
Donneloye,739,9.0,82.0,46.744325,6.7155281
Doppleschwand,746,7.0,107.0,47.0180184,8.0552559
Dorénaz,834,12.5,66.3,46.1479018,7.0435276
Dorf,621,5.5,111.9,47.5720029,8.647344
Dornach,6468,5.8,1121.0,47.4806097,7.6176609
Dottikon,3710,3.9,956.2,47.3838825,8.241593
Dotzigen,1408,4.2,333.6,47.119702,7.3413724
Dozwil,675,1.3,511.4,47.5759385,9.3190975
DreiHöfe,745,4.5,163.4,47.166667,7.633333
Dübendorf,25801,13.6,1894.3,47.3968244,8.6183023
Düdingen,7664,30.8,249.0,46.849747,7.1904436
Dürnten,7181,10.2,702.6,47.278405,8.8425535
Dürrenäsch,1189,5.9,201.2,47.3215135,8.1571142
Dürrenroth,1066,14.0,75.5,47.0902206,7.7895896
Duggingen,1431,5.9,243.8,47.4520839,7.606511
Duillier,1052,4.1,256.0,46.4097312,6.235451
Dulliken,4765,6.0,786.3,47.3537179,7.9424681
Dully,570,1.6,343.4,46.4304617,6.2957383
Ebersecken,402,8.6,47.0,47.1829614,7.9316101
Ebikon,12602,9.7,1301.9,47.0812067,8.338521
Ebnat-Kappel,4977,43.6,114.3,47.2635337,9.1233561
Echallens,5391,6.7,809.5,46.6381163,6.6346951
Echandens,2234,3.9,575.8,46.534381,6.5410474
Echarlens,784,4.6,169.3,46.646575,7.0758958
Echichens,2556,13.3,192.9,46.5265541,6.4978862
Eclépens,1017,5.8,175.0,46.651593,6.5284141
Ecublens(FR),320,4.9,65.3,46.6107303,6.8089033
Ecublens(VD),12001,5.7,2101.8,46.5261672,6.5620735
Ederswiler,118,3.3,35.6,47.425687,7.334709
Effingen,592,6.9,86.4,47.4896963,8.1035209
Egerkingen,3308,6.9,476.7,47.3225009,7.7947889
Egg,8296,14.5,572.1,47.4731761,8.6271163
Eggenwil,915,2.5,372.0,47.3698754,8.3399569
Eggerberg,339,6.0,57.1,46.3064931,7.8780148
Eggersriet,2243,8.9,252.0,47.4425183,9.4704406
Eggiwil,2433,60.3,40.3,46.8748725,7.7962905
Eglisau,4942,9.1,545.5,47.5733207,8.5239827
Egliswil,1326,6.3,210.8,47.3499234,8.186191
Egnach,4466,18.5,242.5,47.5432155,9.3814541
Egolzwil,1329,4.2,318.7,47.1859718,8.0056254
Ehrendingen,4519,7.3,619.9,47.4970194,8.3423207
Eich,1696,5.9,285.5,47.15713,8.169308
Eichberg,1507,5.5,277.5,47.3461213,9.5249647
Eiken,2152,7.0,304.0,47.5312508,7.9894417
Einsiedeln,14878,99.1,150.2,47.1286095,8.7500299
Eischoll,449,13.8,32.6,46.2936189,7.7812181
Eisten,209,38.0,5.5,46.1988458,7.8949076
Elfingen,268,4.2,63.4,47.507281,8.0984811
Elgg,4121,15.6,264.3,47.4945745,8.8662125
EllikonanderThur,906,5.0,180.5,47.5630455,8.8246219
Elsau,3421,8.0,424.4,47.5020701,8.805757
Embd,311,13.4,23.2,46.215848,7.8283567
Embrach,8940,12.7,704.5,47.5162952,8.5903329
Emmen,28926,20.3,1422.8,47.0752429,8.2839456
Emmetten,1363,25.0,54.7,46.9565663,8.5128414
Endingen,2394,11.9,200.8,47.5376174,8.2901196
Engelberg,4020,74.8,53.7,46.8223497,8.4043996
Enges,266,9.5,27.7,47.0562668,7.0133883
Ennetbaden,3264,2.1,1546.9,47.4785764,8.3153871
Ennetbürgen,4553,9.4,488.0,46.9851867,8.4128263
Ennetmoos,2109,14.1,149.9,46.9569495,8.3374027
Entlebuch,3290,57.0,57.8,46.9921132,8.0645193
Epalinges,8936,4.6,1955.4,46.547327,6.6726245
Ependes(FR),1100,5.6,196.1,46.7542193,7.1458774
Ependes(VD),332,4.8,68.7,46.74648665,6.60336518023
Eppenberg-Wöschnau,317,1.8,175.1,47.379315,8.0247345
Epsach,324,3.4,95.6,47.06903,7.2198025
Eptingen,516,11.2,46.1,47.384777,7.8217213
Ergisch,193,30.1,6.4,46.292777,7.7148033
Eriswil,1386,11.3,122.0,47.0776383,7.8501785
Eriz,485,21.8,22.3,46.78758,7.798843
Erlach,1327,3.5,378.1,47.0433028,7.0975115
Erlen,3299,12.2,270.6,47.5504462,9.2254631
Erlenbach(ZH),5340,3.0,1847.8,47.30161125,8.59153302743
ErlenbachimSimmental,1664,36.7,45.3,46.6605558,7.552996
Erlinsbach(AG),3839,9.9,389.7,47.41252445,8.00887619905
Erlinsbach(SO),3327,8.9,375.1,47.3967919,8.0080278
Ermatingen,3090,10.4,296.0,47.6702035,9.0852134
Ermensee,875,5.7,154.3,47.2282246,8.2409195
Ernen,538,35.4,15.2,46.3988816,8.1460083
Erschwil,892,7.5,120.1,47.3735346,7.5416739
Ersigen,1642,8.7,188.7,47.0945001,7.5962823
Erstfeld,3804,59.2,64.3,46.8215088,8.6499636
Eschenbach(LU),3553,13.2,268.6,47.1330227,8.317969
Eschenbach(SG),8903,54.9,162.3,47.2742405,8.99314670375
Eschenz,1693,12.0,141.0,47.6473559,8.8748245
Eschert,364,6.6,55.3,47.2754884,7.3982726
Eschlikon,4160,6.2,669.9,47.4626951,8.957156
Escholzmatt-Marbach,4323,106.4,40.6,46.89043145,7.91765110162
Essert-Pittet,152,2.8,55.1,46.7276519,6.5821566
Essertes,319,1.7,193.3,46.561225,6.785426
Essertines-sur-Rolle,682,7.0,98.1,46.48113285,6.30371756152
Essertines-sur-Yverdon,901,9.7,92.4,46.7212515,6.65068441915
Estavayer-le-Lac,6094,8.9,685.5,46.8511962,6.8496797
Etagnières,1076,3.8,283.9,46.6001382,6.6134167
Etoy,2883,4.9,587.2,46.4860906,6.4193113
Ettingen,4870,6.4,766.9,47.4801294,7.5427682
Ettiswil,2535,12.5,201.7,47.1483925,8.0150668
Etziken,771,3.4,228.1,47.1871991,7.6478981
Evilard,2500,3.6,679.3,47.1494705,7.2395711
Evionnaz,1202,48.0,25.0,46.1794464,7.0225695
Evolène,1729,210.0,8.2,46.1127301,7.4957067
Eysins,1398,2.3,587.4,46.3802981,6.2052306
Fällanden,8147,6.4,1277.0,47.3713238,8.6388635
Fahrni,811,6.7,121.6,46.7960714,7.65795901165
Fahrwangen,1940,4.0,486.2,47.2946038,8.2413934
Fahy,357,7.8,45.9,47.418112,6.9509087
Faido,2993,126.1,23.7,46.4780735,8.8005039
Falera,594,22.4,26.6,46.8007977,9.2321371
Faoug,795,3.5,230.4,46.9057923,7.0740011
Farnern,208,3.7,56.4,47.2674009,7.6229041
Farvagny,2168,10.0,216.2,46.7290562,7.0731029
Féchy,857,2.7,317.4,46.4786555,6.3747532
Fehraltorf,6283,9.5,662.8,47.3873705,8.7520123
Fehren,626,1.5,423.0,47.3967459,7.5790875
Felben-Wellhausen,2611,7.3,353.8,47.575645,8.939863
Feldbrunnen-St.Niklaus,939,2.5,375.6,47.2218097,7.5497257
Felsberg,2429,13.4,181.4,46.8460537,9.477555
Ferden,254,27.9,9.1,46.3942848,7.7591799
Ferenbalm,1245,9.2,135.6,46.9488327,7.2109008
Ferlens(VD),328,2.2,151.2,46.590115,6.78749510922
Ferpicloz,280,1.0,277.2,46.7468308,7.1643978
Ferrera,88,75.4,1.2,46.52481885,9.44680919937
Ferreyres,304,3.2,96.5,46.6577788,6.4860425
Fétigny,896,4.1,219.6,46.7966059,6.9139227
Feuerthalen,3490,2.5,1407.3,47.6915329,8.6460375
Feusisberg,4936,17.5,281.9,47.1867433,8.7486302
Fey,608,7.4,82.7,46.675524,6.6827085
Fideris,583,25.3,23.0,46.9146646,9.74113
Fiesch,935,11.3,83.0,46.40409185,8.13304238265
Fieschertal,320,173.0,1.9,46.4245701,8.1427862
Fiez,412,6.8,60.2,46.8280744,6.6240029
Filisur,440,44.6,9.9,46.6737785,9.6859723
Finhaut,447,22.8,19.6,46.082805,6.9765238
Finsterhennen,516,3.6,144.9,47.0232169,7.1808763
Fischbach,709,8.1,88.1,47.6378535,9.0558553
Fischbach-Göslikon,1578,3.1,514.0,47.3712188,8.3071462
Fischenthal,2326,30.2,76.9,47.3340506,8.9234094
Fischingen,2554,30.7,83.4,47.4161825,8.9698021
Fisibach,394,5.8,68.0,47.5637103,8.4100542
Fislisbach,5488,5.1,1084.6,47.4369564,8.2894138
Flaach,1351,10.2,132.8,47.5754461,8.6060755
Fläsch,671,20.0,33.7,47.0267559,9.5133657
Flawil,10279,11.5,895.4,47.414613,9.1861489
Flerden,223,6.1,36.6,46.7022984,9.406114
Flims,2651,50.5,52.5,46.8332439,9.2834557
Flüelen,1985,12.4,159.8,46.9027239,8.6253481
Flühli,1874,108.1,17.3,46.8840067,8.01564
Flumenthal,941,3.1,302.6,47.2353768,7.5985965
Flums,4876,75.1,64.9,47.0939665,9.343589
Flurlingen,1404,2.4,580.2,47.6860764,8.6272354
Fontaines-sur-Grandson,154,7.9,19.6,46.8538933,6.59927092745
Fontenais,1677,20.0,83.9,47.4026352,7.0814736
Forel(Lavaux),2037,18.5,110.0,46.5369192,6.76836246587
Forel-sur-Lucens,152,2.9,53.7,46.72558565,6.82464116265
Forst-Längenbühl,766,4.5,170.6,46.7629223,7.5264544
Founex,3450,4.8,720.3,46.3338174,6.1943733
Fräschels,466,3.1,148.4,46.9979736,7.2075009
Frasco,106,25.8,4.1,46.3377617,8.804355
Fraubrunnen,4841,32.0,151.4,47.0861903,7.5253953
Frauenfeld,24399,27.4,891.5,47.556228,8.8963993
Frauenkappelen,1234,9.3,133.1,46.9534091,7.3356617
Freienbach,15870,13.8,1151.7,47.204411,8.7598816
Freienstein-Teufen,2288,8.3,272.4,47.5442834,8.5723023
Freienwil,967,4.0,241.8,47.503446,8.3279804
Freimettigen,470,2.9,159.3,46.8677101,7.6277729
Frenkendorf,6394,4.6,1390.0,47.5028543,7.7138283
Fresens,223,1.6,141.1,46.8883144,6.747402
Fribourg,37485,9.3,4030.6,46.8033192,7.16175552542
Frick,5107,10.0,512.8,47.5075081,8.0203065
Froideville,2113,7.1,298.4,46.6012433,6.6816355
Frutigen,6727,71.8,93.8,46.5875023,7.6438334
Ftan,506,43.1,11.7,46.7951677,10.2488557
Füllinsdorf,4331,4.6,939.5,47.5056654,7.7299597
Fürstenau,364,1.3,275.8,46.7202785,9.4467377
Fulenbach,1686,4.5,373.0,47.2737235,7.8309213
Full-Reuenthal,820,4.9,170.1,47.6136047,8.2048625
Fully,8181,37.8,216.5,46.1390008,7.1146544
Furna,198,33.3,5.9,46.9371235,9.6766862
Gachnang,3629,9.8,373.4,47.5396518,8.8523731
Gächlingen,794,7.3,111.0,47.7027323,8.499197
Gänsbrunnen,99,11.4,8.7,47.2622928,7.4679582
Gais,3052,21.2,143.8,47.3625204,9.4542571
Gaiserwald,8033,12.7,634.5,47.426665,9.3340635
Galgenen,5019,13.3,377.9,47.1815904,8.8742411
Galmiz,636,9.1,70.2,46.9493808,7.1585965
Gals,731,7.9,93.0,47.0270607,7.0486252
Gambarogno,5073,51.7,97.9,46.1339979,8.8344739
Gampel-Bratsch,1906,23.1,82.5,46.336953,7.72637725213
Gampelen,802,10.8,74.1,47.0142261,7.0574393
Gams,3215,22.3,144.2,47.2054106,9.4421264
Gansingen,1000,8.8,114.0,47.5432969,8.1343542
Gebenstorf,4894,5.7,866.2,47.4817945,8.2407385
Gelterfingen,249,3.5,71.3,46.8416185,7.5168205
Gelterkinden,5754,9.8,587.7,47.4640069,7.8544495
Geltwil,194,3.3,58.8,47.2491991,8.3223867
Gempen,854,6.0,142.3,47.475167,7.6602844
Gempenach,287,1.7,169.8,46.940902,7.197156
Genève,191557,15.9,12024.9,46.2017559,6.1466014
Genolier,1815,4.9,372.7,46.4350251,6.2178235
Genthod,2736,2.8,953.3,46.2644177,6.1570636
Gerlafingen,4936,1.9,2668.1,47.169342,7.572082
Geroldswil,4764,1.9,2468.4,47.4224047,8.4117744
Gersau,2169,14.4,150.9,46.9923,8.5264727
Gerzensee,1179,7.8,151.3,46.8380937,7.5431319
Gettnau,1035,6.0,170.5,47.138538,7.96682
Geuensee,2625,6.4,407.0,47.2002101,8.1095256
Giebenach,1068,1.3,797.0,47.5235628,7.744827
Giez,391,4.8,82.0,46.8117633,6.6177511
Giffers,1466,5.2,281.4,46.7615024,7.210014
Gilly,1052,7.7,135.6,46.4575111,6.2969883
Gimel,1885,18.9,99.8,46.5088102,6.3070695
Gingins,1206,12.6,95.9,46.4094508,6.1779167
Giornico,876,19.5,45.0,46.4017493,8.8766129
Gipf-Oberfrick,3509,10.2,344.7,47.4974512,8.0029483
Gisikon,1123,1.1,1039.8,47.1267868,8.4007981
Giswil,3555,85.9,41.4,46.838175,8.1880027
Giubiasco,8561,6.2,1374.2,46.1739158,9.0134077
Givisiez,3146,3.5,909.2,46.8145053,7.1295693
Givrins,980,4.0,246.9,46.4289779,6.2017676
Gland,12087,8.4,1452.8,46.4212913,6.2675845
Glarus,12422,103.6,119.8,47.0422116,9.0674041
GlarusNord,17335,147.0,118.0,47.1,9.066667
GlarusSüd,9836,430.2,22.9,46.9942779,9.0748585
Glattfelden,4647,12.3,377.2,47.5596747,8.5019423
Gletterens,954,2.9,326.7,46.8950815,6.9383819
Gnosca,718,7.5,96.4,46.232594,9.0223097
Göschenen,440,104.1,4.2,46.6676488,8.588703
Golaten,313,2.8,111.8,46.9863452,7.2442159
Goldach,9267,4.7,1971.7,47.4310698,9.4519234
Gollion,792,5.5,145.6,46.5852339,6.5088361
Gommiswald,4979,33.6,148.4,47.231041,9.0237277
Gondiswil,745,9.4,79.5,47.144579,7.8718925
Gonten,1445,24.7,58.5,47.3270989,9.3436404
Gontenschwil,2038,9.8,209.2,47.2724829,8.1452923
Gordola,4480,7.0,636.4,46.1813937,8.8633895
Gorduno,747,9.2,81.0,46.218571,9.0327169
Gorgier,2001,14.0,143.1,46.9035345,6.7805424
Gossau(SG),18087,27.5,657.5,47.42533985,9.25904199297
Gossau(ZH),9714,18.3,531.7,47.3058847,8.7602403
Gottlieben,306,0.4,927.3,47.6640263,9.1343895
Goumoëns,934,10.7,87.4,46.6581874,6.6048232
Graben,317,3.2,100.3,47.4119068,7.587975
Grabs,6982,54.7,127.7,47.1816557,9.4446312
Grächen,1396,14.3,97.5,46.1960178,7.8421612
Gränichen,7185,17.3,416.8,47.3592835,8.0971009
Grafschaft,183,22.6,8.1,46.4547326,8.2158543
Grancia,505,0.6,801.6,45.9674543,8.9274853
Grancy,406,5.7,71.4,46.5915221,6.4649462
Grandcour,822,10.2,80.5,46.8737587,6.9321367
Grandevent,226,3.5,65.5,46.8388002,6.6065632
Grandfontaine,381,8.9,42.4,47.3913356,6.9395757
Grandson,3202,7.9,407.4,46.8086306,6.6417532
Grandval,362,8.2,43.9,47.2834765,7.4270688
Grandvillard,772,24.2,32.0,46.5392932,7.0849664
Granges(Veveyse),829,4.5,185.9,46.5278223,6.82488363179
Granges-Paccot,3102,4.0,775.5,46.8239731,7.1441932
Grangettes,197,3.4,59.5,46.6783349,6.9620824
Gravesano,1243,0.6,1801.4,46.0414667,8.9196174
Greifensee,5308,2.3,2287.9,47.347154,8.67947517749
Grellingen,1786,3.3,539.6,47.4411563,7.5876358
Grenchen,16401,26.1,630.6,47.1968713,7.3965792
Greng,176,1.0,181.4,46.9133548,7.090703
Grengiols,464,58.5,7.9,46.3729638,8.092535
Grens,380,2.6,148.4,46.3937213,6.1916774
Greppen,1043,3.3,314.2,47.054825,8.4306044
Gresso,41,11.1,3.7,46.2249288,8.615729
Gretzenbach,2531,5.8,436.4,47.3551613,7.9998602
Grimisuat,3038,4.5,684.2,46.2611718,7.3854291
Grindel,458,3.0,149.7,47.3817049,7.5026184
Grindelwald,3768,171.1,22.0,46.6242733,8.0367462
Grolley,1886,5.3,353.2,46.8331166,7.0668617
Grône,2253,21.1,106.6,46.2506088,7.4590506
Grono,997,14.8,67.3,46.2476795,9.1473991
Grossaffoltern,2887,15.1,192.1,47.0667831,7.3608919
Grossdietwil,836,10.2,82.0,47.170687,7.887705
Grosshöchstetten,3433,3.4,992.2,46.908562,7.6393701
Grosswangen,3097,19.7,157.1,47.1322635,8.0491183
Grub(AR),1020,4.2,241.7,47.44002045,9.50117163612
Grüningen,3283,8.8,373.5,47.2819396,8.7613283
Grüsch,1953,43.3,45.1,46.9790731,9.6468917
Gruyères,2077,28.4,73.2,46.5838003,7.0826682
Gryon,1241,15.2,81.5,46.2746628,7.063671
Gsteig,987,62.4,15.8,47.0326363,7.4226471
Gsteigwiler,422,7.0,60.1,46.6536378,7.874646
Guarda,161,31.5,5.1,46.7753845,10.1518935
Gudo,831,9.9,83.6,46.1756517,8.9443724
Gündlischwand,314,16.9,18.6,46.6330093,7.9069325
Günsberg,1135,5.3,216.2,47.2572657,7.5768712
Güttingen,1491,9.5,157.1,47.6024532,9.2878219
Guggisberg,1556,54.9,28.3,46.7675178,7.3295779
Gunzgen,1646,3.9,417.8,47.3136554,7.8302701
Gurbrü,253,1.8,137.5,46.9649783,7.2164888
Gurmels,4030,17.2,233.1,46.8928043,7.1757732
Gurtnellen,571,83.4,6.9,46.7376202,8.6281646
Gurzelen,809,4.5,178.2,46.7793311,7.531651
Guttannen,321,200.7,1.6,46.655228,8.2904509
Guttet-Feschel,432,10.5,41.1,46.3507092,7.67441646556
Gy,497,3.2,151.5,46.252665,6.2582938
Habkern,648,51.1,12.7,46.7276046,7.8646663
Habsburg,410,2.2,183.9,47.4620655,8.1871807
Häfelfingen,273,3.9,68.9,47.4150352,7.8657357
Hägendorf,4702,13.9,337.3,47.3331671,7.8365612
Häggenschwil,1223,9.2,134.4,47.4944001,9.3460622
Hägglingen,2334,7.8,301.2,47.3878226,8.2535062
Härkingen,1453,5.6,264.2,47.3069637,7.815973
Häutligen,248,3.0,80.8,46.8572147,7.6055227
Hagenbuch,1085,8.2,133.6,47.5205054,8.8882927
Hagneck,405,1.8,221.3,47.0569331,7.1870499
Haldenstein,1001,18.6,53.9,46.8780148,9.5267447
Hallau,2071,15.3,135.2,47.6965281,8.4578613
Hallwil,784,2.2,358.0,47.329448,8.1750054
Halten,863,1.9,471.6,47.1689243,7.6063465
Hasle(LU),1732,40.3,43.0,46.98034,8.0534536
HaslebeiBurgdorf,3262,21.9,149.0,47.015867,7.6452
Hasliberg,1214,41.7,29.1,46.7379056,8.2052569
Hauenstein-Ifenthal,315,5.3,58.9,47.375248,7.8596856
Hauptwil-Gottshaus,1905,12.5,152.5,47.486493,9.279938
Hausen(AG),3299,3.2,1027.7,47.46285645,8.20693561382
HausenamAlbis,3431,13.7,251.9,47.243851,8.5337973
Haut-Intyamon,1445,60.5,23.9,46.5210722,7.0602291
Haut-Vully,1360,7.6,179.4,46.6879811,6.8426261
Haute-Ajoie,987,36.5,27.1,47.38653615,6.99553387324
Haute-Sorne,6828,71.1,96.1,47.3244146,7.22876857181
Hauterive(FR),2367,11.9,198.2,46.7566336,7.0947394
Hauterive(NE),2579,2.2,1216.5,47.0133299,6.972712
Hauteville,583,10.6,55.4,46.6696479,7.1083702
Hedingen,3595,6.5,550.5,47.2984412,8.4489755
Hefenhofen,1234,6.1,204.0,47.559587,9.310017
Heiden,4031,7.5,539.6,47.4421715,9.532089
Heiligenschwendi,693,5.6,124.9,46.750388,7.68459
Heimberg,6585,5.4,1217.2,46.7871081,7.605935
Heimenhausen,1021,5.8,174.5,47.2082933,7.6987725
Heimiswil,1604,23.4,68.7,47.0625989,7.6572587
Heitenried,1377,9.1,151.0,46.8259771,7.3027277
Hellikon,784,7.1,111.2,47.5095692,7.9249732
Hellsau,191,1.5,129.1,47.1462586,7.6487623
Hemberg,924,20.2,45.8,47.3004656,9.1756588
Hemishofen,441,7.9,55.8,47.6768621,8.8317626
Hemmiken,263,3.4,77.6,47.4880195,7.8913586
Hendschiken,1050,3.5,298.3,47.3854819,8.2174344
Henggart,2275,3.1,748.4,47.5632291,8.6835729
Henniez,266,2.6,101.9,46.7418105,6.8823214
Herbetswil,541,16.4,33.2,47.2962466,7.5935558
Herbligen,581,2.7,210.5,46.8274681,7.6081438
Herdern,995,13.7,72.8,47.6058689,8.908617
Hérémence,1376,107.6,12.8,46.1807413,7.4057866
Hergiswil(NW),5578,14.2,389.8,46.9864505,8.28946901286
HergiswilbeiWillisau,1860,31.3,59.4,47.0853068,7.9575943
Herisau,15342,25.2,608.8,47.38555,9.2787571
Hermance,966,1.5,670.8,46.3021881,6.2437346
Hermenches,368,4.8,77.1,46.6419061,6.7602141
Hermiswil,93,1.1,89.4,46.8317304,7.4779142
Hermrigen,258,3.5,75.4,47.0818792,7.2429219
Herrliberg,6173,9.0,687.4,47.2905574,8.6124721
Hersberg,330,1.7,197.6,47.4924281,7.7827302
Herznach,1399,6.3,222.8,47.4731126,8.0501919
Herzogenbuchsee,6979,9.8,710.0,47.1881314,7.7057052
Hettlingen,3013,5.8,510.7,47.5467745,8.7095144
Hildisrieden,2015,7.0,285.8,47.1513607,8.2266792
Hilterfingen,4058,2.8,1439.0,46.7357185,7.6591147
Himmelried,933,6.0,155.5,47.4212297,7.5980409
Hindelbank,2304,6.7,342.3,47.0418711,7.5383058
Hinterrhein,63,48.4,1.3,46.5307546,9.1994505
Hinwil,10751,22.3,482.1,47.3015316,8.8419423
Hirschthal,1485,3.5,420.7,47.3166157,8.0636877
Hirzel,2146,9.7,220.8,47.2167038,8.6089914
Hittnau,3562,13.0,274.6,47.3682799,8.8233708
Hitzkirch,4942,24.6,200.0,47.2257764,8.2645569
Hochdorf,9101,9.6,946.0,47.1665361,8.2899709
Hochfelden,2009,6.2,326.1,47.5225614,8.5160674
Hochwald,1277,8.3,153.5,47.4562417,7.6402192
Höchstetten,272,2.6,103.0,47.1431552,7.6322713
Hölstein,2368,6.0,392.7,47.4247354,7.7698197
Höri,2636,4.8,551.5,47.5066543,8.5062644
Hofstetten(ZH),481,8.9,54.5,47.47478955,8.84952055255
HofstettenbeiBrienz,533,8.7,60.8,46.7548691,8.0774025
Hofstetten-Flüh,3136,7.5,417.0,47.4775013,7.504475
Hohenrain,2490,23.4,107.1,47.1797457,8.3156425
Hohentannen,621,8.0,77.6,47.5083945,9.2246069
Holderbank(AG),1024,2.3,441.4,47.4270885,8.1686653
Holderbank(SO),631,7.8,81.3,47.3330162,7.7524655
Holziken,1285,2.9,449.3,47.3202562,8.04006
Homberg,510,6.5,78.5,46.775266,7.682735
Hombrechtikon,8200,12.2,673.2,47.2523354,8.7680277
Homburg,1478,24.1,61.2,47.6344325,9.0062342
Honau,376,1.3,300.8,47.1306561,8.4057202
Horgen,19608,21.1,928.8,47.260692,8.5976831
Horn,2611,1.7,1518.0,46.0733835,7.8130033
Hornussen,882,7.3,121.3,47.5005311,8.0633909
Horrenbach-Buchen,251,20.4,12.3,46.774834,7.776072
Horriwil,861,2.6,327.4,47.1821622,7.6223211
