Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Full or Partial Scene,Nadir/Off Nadir,Data Category,TIRS SSM Model,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Date L1 Generated,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC81960272013227LGN00, 196, 027, 196, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20130815101656_20130815103734.02,LT8BPF20130815101302_20130815103827.02,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/08/15,2013:227:10:24:25.3728650,2013:227:10:24:57.1428610,2015/01/06,9,.09,53.26074213,148.9586485,5.922,6.515,-1,2,Y,LPGS_2.4.0,47°26'56.08"N,6°24'52.20"E,48°30'51.59"N,5°29'46.82"E,48°04'22.22"N,7°59'28.61"E,46°22'00.77"N,7°17'23.24"E,46°48'10.84"N,4°52'21.83"E,47.44891,6.4145,48.51433,5.49634,48.07284,7.99128,46.36688,7.28979,46.80301,4.87273,LC81960272013227LGN00,LC81960272013227LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960272013227LGN00
LC81960262013227LGN00, 196, 026, 196, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20130815101656_20130815103734.02,LT8BPF20130815101302_20130815103827.02,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/08/15,2013:227:10:24:01.4818280,2013:227:10:24:33.2518240,2015/01/15,9,5.7,52.19109429,150.59332531,4.578,3.882,-1,2,Y,LPGS_2.4.0,48°51'59.54"N,6°58'38.50"E,49°56'03.80"N,6°02'21.80"E,49°29'03.88"N,8°36'15.41"E,47°46'54.59"N,7°52'09.55"E,48°13'32.12"N,5°23'17.05"E,48.86654,6.97736,49.93439,6.03939,49.48441,8.60428,47.78183,7.86932,48.22559,5.38807,LC81960262013227LGN00,LC81960262013227LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960262013227LGN00
LC81960282013227LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130815101656_20130815103734.02,LT8BPF20130815101302_20130815103827.02,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/08/15,2013:227:10:24:49.2511940,2013:227:10:25:21.0211900,2015/01/08,9,.56,54.30668575,147.26604911,6.221,5.827,-1,2,Y,LPGS_2.4.0,46°01'47.46"N,5°52'34.18"E,47°05'35.05"N,4°58'36.37"E,46°39'33.52"N,7°24'24.05"E,44°57'01.26"N,6°44'07.51"E,45°22'46.24"N,4°22'41.16"E,46.02985,5.87616,47.09307,4.97677,46.65931,7.40668,44.95035,6.73542,45.37951,4.3781,LC81960282013227LGN00,LC81960282013227LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282013227LGN00
LC81930282013222LGN00, 193, 028, 193, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130810095824_20130810101838.01,LT8BPF20130810095430_20130810101931.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/08/10,2013:222:10:06:17.4745780,2013:222:10:06:49.2445740,2014/12/23,9,7.27,55.62073341,145.87341487,4.655,4.057,-1,2,Y,LPGS_2.4.0,46°01'46.88"N,10°30'35.21"E,47°05'34.30"N,9°36'38.92"E,46°39'33.30"N,12°02'23.68"E,44°57'00.61"N,11°22'07.03"E,45°22'45.08"N,9°00'43.52"E,46.02969,10.50978,47.09286,9.61081,46.65925,12.03991,44.95017,11.36862,45.37919,9.01209,LC81930282013222LGN00,LC81930282013222LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81930282013222LGN00
LC81940272013213LGN00, 194, 027, 194, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20130801100435_20130801103711.02,LT8BPF20130801100041_20130801103804.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/08/01,2013:213:10:12:04.0122190,2013:213:10:12:35.7822150,2014/12/24,9,.52,56.78085644,145.58607179,5.282,3.695,-1,2,Y,LPGS_2.4.0,47°26'57.55"N,9°30'23.29"E,48°30'53.17"N,8°35'20.36"E,48°04'24.35"N,11°04'57.76"E,46°22'02.14"N,10°22'51.64"E,46°48'11.66"N,7°57'54.58"E,47.44932,9.50647,48.51477,8.58899,48.07343,11.08271,46.36726,10.38101,46.80324,7.96516,LC81940272013213LGN00,LC81940272013213LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81940272013213LGN00
LC81940282013213LGN00, 194, 028, 194, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130801100435_20130801103711.02,LT8BPF20130801100041_20130801103804.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/08/01,2013:213:10:12:27.8947840,2013:213:10:12:59.6647800,2014/12/24,9,5.37,57.76337277,143.60416093,4.38,3.554,-1,2,Y,LPGS_2.4.0,46°01'47.53"N,8°58'04.37"E,47°05'35.41"N,8°04'09.52"E,46°39'34.52"N,10°29'52.15"E,44°57'01.15"N,9°49'34.93"E,45°22'45.48"N,7°28'13.58"E,46.02987,8.96788,47.09317,8.06931,46.65959,10.49782,44.95032,9.82637,45.3793,7.47044,LC81940282013213LGN00,LC81940282013213LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81940282013213LGN00
LC81930282013206LGN00, 193, 028, 193, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130725095822_20130725101836.01,LT8BPF20130725095428_20130725101929.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/07/25,2013:206:10:06:15.4120560,2013:206:10:06:47.1820520,2014/12/23,9,16.65,59.22169034,142.11703127,4.977,4.524,-1,2,Y,LPGS_2.4.0,46°01'46.42"N,10°31'11.50"E,47°05'34.04"N,9°37'17.87"E,46°39'33.59"N,12°02'58.31"E,44°56'59.93"N,11°22'40.98"E,45°22'43.86"N,9°01'21.79"E,46.02956,10.51986,47.09279,9.62163,46.65933,12.04953,44.94998,11.37805,45.37885,9.02272,LC81930282013206LGN00,LC81930282013206LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81930282013206LGN00
LC81950272013204LGN00, 195, 027, 195, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20130723101043_20130723103121.02,LT8BPF20130723100649_20130723103214.02,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/07/23,2013:204:10:18:12.4537450,2013:204:10:18:44.2237410,2014/12/19,9,15.15,58.65152463,143.90789288,4.724,4.024,-1,2,Y,LPGS_2.4.0,47°26'56.08"N,7°58'19.13"E,48°30'51.98"N,7°03'17.64"E,48°04'23.45"N,9°32'52.33"E,46°22'00.80"N,8°50'45.74"E,46°48'10.01"N,6°25'51.31"E,47.44891,7.97198,48.51444,7.0549,48.07318,9.54787,46.36689,8.84604,46.80278,6.43092,LC81950272013204LGN00,LC81950272013204LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950272013204LGN00
LC81950282013204LGN00, 195, 028, 195, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130723101043_20130723103121.02,LT8BPF20130723100649_20130723103214.02,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/07/23,2013:204:10:18:36.3278380,2013:204:10:19:08.0978340,2014/12/19,9,12.6,59.60032644,141.75209709,5.376,5.012,-1,2,Y,LPGS_2.4.0,46°01'47.75"N,7°26'00.46"E,47°05'35.77"N,6°32'06.61"E,46°39'35.03"N,8°57'47.66"E,44°57'01.19"N,8°17'30.23"E,45°22'45.34"N,5°56'10.43"E,46.02993,7.43346,47.09327,6.53517,46.65973,8.96324,44.95033,8.29173,45.37926,5.93623,LC81950282013204LGN00,LC81950282013204LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950282013204LGN00
LC81970272013202LGN00, 197, 027, 197, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20130721102304_20130721104342.01,LT8BPF20130721101910_20130721104435.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/07/21,2013:202:10:30:33.4077580,2013:202:10:31:05.1777530,2015/02/27,9,.79,59.01974041,143.60610884,4.972,4.7,-1,2,Y,LPGS_2.4.0,47°26'57.34"N,4°53'05.96"E,48°30'53.24"N,3°58'04.58"E,48°04'24.56"N,6°27'39.64"E,46°22'01.74"N,5°45'32.90"E,46°48'11.12"N,3°20'38.18"E,47.44926,4.88499,48.51479,3.96794,48.07349,6.46101,46.36715,5.75914,46.80309,3.34394,LC81970272013202LGN00,LC81970272013202LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970272013202LGN00
LC81970282013202LGN00, 197, 028, 197, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130721102304_20130721104342.01,LT8BPF20130721101910_20130721104435.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/07/21,2013:202:10:30:57.2903220,2013:202:10:31:29.0603190,2015/01/26,9,1.57,59.96278264,141.41365456,4,3.838,-1,2,Y,LPGS_2.4.0,46°01'47.03"N,4°20'46.75"E,47°05'35.05"N,3°26'53.02"E,46°39'34.24"N,5°52'33.74"E,44°57'00.29"N,5°12'16.06"E,45°22'44.51"N,2°50'56.62"E,46.02973,4.34632,47.09307,3.44806,46.65951,5.87604,44.95008,5.20446,45.37903,2.84906,LC81970282013202LGN00,LC81970282013202LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970282013202LGN00
LC81940272013197LGN00, 194, 027, 194, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20130716100433_20130716103709.01,LT8BPF20130716100039_20130716103802.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/07/16,2013:197:10:12:02.5275380,2013:197:10:12:34.2975340,2014/12/24,9,1.16,59.86922876,142.96935372,4.569,4.232,-1,2,Y,LPGS_2.4.0,47°26'57.55"N,9°30'42.44"E,48°30'53.32"N,8°35'41.89"E,48°04'25.07"N,11°05'15.40"E,46°22'02.17"N,10°23'08.66"E,46°48'11.09"N,7°58'15.46"E,47.44932,9.51179,48.51481,8.59497,48.07363,11.08761,46.36727,10.38574,46.80308,7.97096,LC81940272013197LGN00,LC81940272013197LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81940272013197LGN00
LC81940282013197LGN00, 194, 028, 194, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130716100433_20130716103709.01,LT8BPF20130716100039_20130716103802.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/07/16,2013:197:10:12:26.4143390,2013:197:10:12:58.1843340,2014/12/24,9,15.06,60.79933511,140.69243035,4.184,3.652,-1,2,Y,LPGS_2.4.0,46°01'46.27"N,8°58'23.09"E,47°05'34.22"N,8°04'30.18"E,46°39'33.98"N,10°30'08.93"E,44°56'59.86"N,9°49'51.49"E,45°22'43.50"N,7°28'34.00"E,46.02952,8.97308,47.09284,8.07505,46.65944,10.50248,44.94996,9.83097,45.37875,7.47611,LC81940282013197LGN00,LC81940282013197LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81940282013197LGN00
LC81960272013195LGN00, 196, 027, 196, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20130714101719_20130714103733.01,LT8BPF20130714101325_20130714103826.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/07/14,2013:195:10:24:24.5885310,2013:195:10:24:56.3585270,2015/02/27,9,.16,60.17548973,142.77073393,5.347,6.02,-1,2,Y,LPGS_2.4.0,47°26'56.47"N,6°25'10.34"E,48°30'52.34"N,5°30'09.50"E,48°04'24.10"N,7°59'43.26"E,46°22'00.98"N,7°17'36.74"E,46°48'09.90"N,4°52'43.36"E,47.44902,6.41954,48.51454,5.50264,48.07336,7.99535,46.36694,7.29354,46.80275,4.87871,LC81960272013195LGN00,LC81960272013195LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960272013195LGN00
LC81960262013195LGN00, 196, 026, 196, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20130714101719_20130714103733.01,LT8BPF20130714101325_20130714103826.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/07/14,2013:195:10:24:00.7059660,2013:195:10:24:32.4759620,2014/11/26,9,.61,59.21266396,144.97451786,4.891,4.888,-1,2,Y,LPGS_2.4.0,48°51'58.97"N,6°58'56.60"E,49°56'03.52"N,6°02'44.63"E,49°29'04.70"N,8°36'30.10"E,47°46'53.76"N,7°52'23.05"E,48°13'30.18"N,5°23'38.65"E,48.86638,6.98239,49.93431,6.04573,49.48464,8.60836,47.7816,7.87307,48.22505,5.39407,LC81960262013195LGN00,LC81960262013195LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960262013195LGN00
LC81960282013195LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130714101719_20130714103733.01,LT8BPF20130714101325_20130714103826.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/07/14,2013:195:10:24:48.4710960,2013:195:10:25:20.2410910,2015/01/21,9,1.8,61.10126251,140.46365399,5.782,5.682,-1,2,Y,LPGS_2.4.0,46°01'46.13"N,5°52'51.28"E,47°05'34.08"N,4°58'58.01"E,46°39'33.66"N,7°24'37.66"E,44°56'59.53"N,6°44'20.08"E,45°22'43.36"N,4°23'01.75"E,46.02948,5.88091,47.0928,4.98278,46.65935,7.41046,44.94987,6.73891,45.37871,4.38382,LC81960282013195LGN00,LC81960282013195LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282013195LGN00
LC81950282013188LGN00, 195, 028, 195, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130707101045_20130707104320.02,LT8BPF20130707100651_20130707104413.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/07/07,2013:188:10:18:37.9119490,2013:188:10:19:09.6819450,2014/12/19,9,17.69,62.01678403,139.93604289,4.944,5.227,-1,2,Y,LPGS_2.4.0,46°01'47.64"N,7°25'29.42"E,47°05'35.66"N,6°31'36.37"E,46°39'34.96"N,8°57'16.02"E,44°57'01.01"N,8°16'58.01"E,45°22'45.08"N,5°55'39.72"E,46.0299,7.42484,47.09324,6.52677,46.65971,8.95445,44.95028,8.28278,45.37919,5.9277,LC81950282013188LGN00,LC81950282013188LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950282013188LGN00
LC81940282013181LGN01, 194, 028, 194, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130630100433_20130630103708.02,LT8BPF20130630100039_20130630103801.03,L8CPF20130628_20130630.08,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/06/30,2013:181:10:12:25.7813460,2013:181:10:12:57.5513420,2014/12/24,9,17.27,62.6861405,139.84263689,3.883,3.67,-1,2,Y,LPGS_2.4.0,46°01'46.78"N,8°58'21.50"E,47°05'34.55"N,8°04'27.84"E,46°39'33.84"N,10°30'08.32"E,44°57'00.11"N,9°49'50.66"E,45°22'44.18"N,7°28'31.62"E,46.02966,8.97264,47.09293,8.0744,46.6594,10.50231,44.95003,9.83074,45.37894,7.47545,LC81940282013181LGN01,LC81940282013181LGN01,http://earthexplorer.usgs.gov/download/options/4923/LC81940282013181LGN01
LC81950262013156LGN00, 195, 026, 195, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20130605101051_20130605104321.02,LT8BPF20130605100657_20130605104413.01,L8CPF20130401_20130627.08,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/06/05,2013:156:10:17:54.2025830,2013:156:10:18:23.9986030,2014/12/24,9,13.06,60.77617592,147.33072921,5.228,4.704,-1,2,Y,LPGS_2.4.0,48°51'59.15"N,8°30'09.00"E,49°52'32.63"N,7°32'29.15"E,49°25'32.63"N,10°06'14.36"E,47°50'24.14"N,9°25'08.65"E,48°17'04.06"N,6°56'04.56"E,48.86643,8.5025,49.87573,7.54143,49.42573,10.10399,47.84004,9.41907,48.28446,6.9346,LC81950262013156LGN00,LC81950262013156LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950262013156LGN00
